id,lat,long,id_2,lat_2,long_2,id_total,type
"28","47.4552952900","-122.1866290000","19","48.9196994700","-122.6644580000","2819","2"
"28","47.4552952900","-122.1866290000","18","49.1979643700","-122.1332250000","2818","2"
"28","47.4552952900","-122.1866290000","14","46.9711424700","-119.8572150000","2814","2"
"28","47.4552952900","-122.1866290000","11","48.0701482900","-119.0224200000","2811","2"
"28","47.4552952900","-122.1866290000","10","48.1263634200","-116.1751240000","2810","2"
"28","47.4552952900","-122.1866290000","9","46.1799145000","-112.9652400000","289","2"
"29","47.1531389600","-122.2906270000","100","49.7935887700","-124.9183430000","29100","2"
"29","47.1531389600","-122.2906270000","98","50.1222464700","-125.0564740000","2998","2"
"29","47.1531389600","-122.2906270000","97","50.4604304800","-124.1467120000","2997","2"
"29","47.1531389600","-122.2906270000","96","50.9129302100","-122.3986340000","2996","2"
"29","47.1531389600","-122.2906270000","95","50.7462197800","-121.4269500000","2995","2"
"29","47.1531389600","-122.2906270000","94","48.6571158800","-123.5175320000","2994","2"
"29","47.1531389600","-122.2906270000","93","49.4382733100","-124.2224790000","2993","2"
"29","47.1531389600","-122.2906270000","92","49.8764835700","-123.4365590000","2992","2"
"29","47.1531389600","-122.2906270000","89","49.6359785200","-117.9795440000","2989","2"
"29","47.1531389600","-122.2906270000","88","48.9870156000","-119.3551630000","2988","2"
"29","47.1531389600","-122.2906270000","86","48.7950688200","-124.0395790000","2986","2"
"29","47.1531389600","-122.2906270000","85","48.4248857400","-117.7738870000","2985","2"
"29","47.1531389600","-122.2906270000","84","47.7622123300","-117.8607200000","2984","2"
"29","47.1531389600","-122.2906270000","83","47.3828889300","-116.5125230000","2983","2"
"29","47.1531389600","-122.2906270000","81","47.3143365100","-120.6896500000","2981","2"
"29","47.1531389600","-122.2906270000","57","44.7756118200","-123.8522020000","2957","2"
"29","47.1531389600","-122.2906270000","56","45.1914965100","-123.7448030000","2956","2"
"29","47.1531389600","-122.2906270000","41","46.2396430700","-122.0994960000","2941","2"
"29","47.1531389600","-122.2906270000","40","47.2936767900","-123.1816370000","2940","2"
"29","47.1531389600","-122.2906270000","39","47.0224387800","-123.5006580000","2939","2"
"29","47.1531389600","-122.2906270000","38","46.7104448000","-123.8730830000","2938","2"
"29","47.1531389600","-122.2906270000","35","47.0772485300","-123.9686490000","2935","2"
"29","47.1531389600","-122.2906270000","34","47.3850263800","-124.0754580000","2934","2"
"29","47.1531389600","-122.2906270000","32","47.9401508000","-123.7297350000","2932","2"
"29","47.1531389600","-122.2906270000","31","47.8263151600","-122.9132100000","2931","2"
"29","47.1531389600","-122.2906270000","30","46.8453611100","-122.7796990000","2930","2"
"29","47.1531389600","-122.2906270000","29","47.1531389600","-122.2906270000","2929","3"
"29","47.1531389600","-122.2906270000","28","47.4552952900","-122.1866290000","2928","2"
"29","47.1531389600","-122.2906270000","27","47.6295622000","-122.2540880000","2927","2"
"29","47.1531389600","-122.2906270000","26","47.1728142600","-121.6132350000","2926","2"
"29","47.1531389600","-122.2906270000","25","47.5874008500","-121.4825350000","2925","2"
"29","47.1531389600","-122.2906270000","24","47.8502065900","-121.9210130000","2924","2"
"29","47.1531389600","-122.2906270000","23","48.6554883500","-122.5674870000","2923","2"
"29","47.1531389600","-122.2906270000","22","48.3139814300","-122.0222000000","2922","2"
"29","47.1531389600","-122.2906270000","21","48.5079236300","-122.3594910000","2921","2"
"29","47.1531389600","-122.2906270000","20","48.7974315600","-121.9870660000","2920","2"
"29","47.1531389600","-122.2906270000","19","48.9196994700","-122.6644580000","2919","2"
"29","47.1531389600","-122.2906270000","18","49.1979643700","-122.1332250000","2918","2"
"29","47.1531389600","-122.2906270000","14","46.9711424700","-119.8572150000","2914","2"
"29","47.1531389600","-122.2906270000","11","48.0701482900","-119.0224200000","2911","2"
"29","47.1531389600","-122.2906270000","10","48.1263634200","-116.1751240000","2910","2"
"29","47.1531389600","-122.2906270000","9","46.1799145000","-112.9652400000","299","2"
"30","46.8453611100","-122.7796990000","100","49.7935887700","-124.9183430000","30100","2"
"30","46.8453611100","-122.7796990000","98","50.1222464700","-125.0564740000","3098","2"
"30","46.8453611100","-122.7796990000","97","50.4604304800","-124.1467120000","3097","2"
"30","46.8453611100","-122.7796990000","96","50.9129302100","-122.3986340000","3096","2"
"30","46.8453611100","-122.7796990000","95","50.7462197800","-121.4269500000","3095","2"
"30","46.8453611100","-122.7796990000","94","48.6571158800","-123.5175320000","3094","2"
"30","46.8453611100","-122.7796990000","93","49.4382733100","-124.2224790000","3093","2"
"30","46.8453611100","-122.7796990000","92","49.8764835700","-123.4365590000","3092","2"
"30","46.8453611100","-122.7796990000","89","49.6359785200","-117.9795440000","3089","2"
"30","46.8453611100","-122.7796990000","88","48.9870156000","-119.3551630000","3088","2"
"30","46.8453611100","-122.7796990000","86","48.7950688200","-124.0395790000","3086","2"
"30","46.8453611100","-122.7796990000","85","48.4248857400","-117.7738870000","3085","2"
"30","46.8453611100","-122.7796990000","84","47.7622123300","-117.8607200000","3084","2"
"30","46.8453611100","-122.7796990000","83","47.3828889300","-116.5125230000","3083","2"
"30","46.8453611100","-122.7796990000","81","47.3143365100","-120.6896500000","3081","2"
"30","46.8453611100","-122.7796990000","57","44.7756118200","-123.8522020000","3057","2"
"30","46.8453611100","-122.7796990000","56","45.1914965100","-123.7448030000","3056","2"
"30","46.8453611100","-122.7796990000","41","46.2396430700","-122.0994960000","3041","2"
"30","46.8453611100","-122.7796990000","40","47.2936767900","-123.1816370000","3040","2"
"30","46.8453611100","-122.7796990000","39","47.0224387800","-123.5006580000","3039","2"
"30","46.8453611100","-122.7796990000","38","46.7104448000","-123.8730830000","3038","2"
"30","46.8453611100","-122.7796990000","35","47.0772485300","-123.9686490000","3035","2"
"30","46.8453611100","-122.7796990000","34","47.3850263800","-124.0754580000","3034","2"
"30","46.8453611100","-122.7796990000","32","47.9401508000","-123.7297350000","3032","2"
"30","46.8453611100","-122.7796990000","31","47.8263151600","-122.9132100000","3031","2"
"30","46.8453611100","-122.7796990000","30","46.8453611100","-122.7796990000","3030","3"
"30","46.8453611100","-122.7796990000","29","47.1531389600","-122.2906270000","3029","2"
"30","46.8453611100","-122.7796990000","28","47.4552952900","-122.1866290000","3028","2"
"30","46.8453611100","-122.7796990000","27","47.6295622000","-122.2540880000","3027","2"
"30","46.8453611100","-122.7796990000","26","47.1728142600","-121.6132350000","3026","2"
"30","46.8453611100","-122.7796990000","25","47.5874008500","-121.4825350000","3025","2"
"30","46.8453611100","-122.7796990000","24","47.8502065900","-121.9210130000","3024","2"
"30","46.8453611100","-122.7796990000","23","48.6554883500","-122.5674870000","3023","2"
"30","46.8453611100","-122.7796990000","22","48.3139814300","-122.0222000000","3022","2"
"30","46.8453611100","-122.7796990000","21","48.5079236300","-122.3594910000","3021","2"
"30","46.8453611100","-122.7796990000","20","48.7974315600","-121.9870660000","3020","2"
"30","46.8453611100","-122.7796990000","19","48.9196994700","-122.6644580000","3019","2"
"30","46.8453611100","-122.7796990000","18","49.1979643700","-122.1332250000","3018","2"
"30","46.8453611100","-122.7796990000","14","46.9711424700","-119.8572150000","3014","2"
"30","46.8453611100","-122.7796990000","11","48.0701482900","-119.0224200000","3011","2"
"30","46.8453611100","-122.7796990000","10","48.1263634200","-116.1751240000","3010","2"
"30","46.8453611100","-122.7796990000","9","46.1799145000","-112.9652400000","309","2"
"31","47.8263151600","-122.9132100000","100","49.7935887700","-124.9183430000","31100","2"
"31","47.8263151600","-122.9132100000","98","50.1222464700","-125.0564740000","3198","2"
"31","47.8263151600","-122.9132100000","97","50.4604304800","-124.1467120000","3197","2"
"31","47.8263151600","-122.9132100000","96","50.9129302100","-122.3986340000","3196","2"
"31","47.8263151600","-122.9132100000","95","50.7462197800","-121.4269500000","3195","2"
"31","47.8263151600","-122.9132100000","94","48.6571158800","-123.5175320000","3194","2"
"31","47.8263151600","-122.9132100000","93","49.4382733100","-124.2224790000","3193","2"
"31","47.8263151600","-122.9132100000","92","49.8764835700","-123.4365590000","3192","2"
"31","47.8263151600","-122.9132100000","89","49.6359785200","-117.9795440000","3189","2"
"31","47.8263151600","-122.9132100000","88","48.9870156000","-119.3551630000","3188","2"
"31","47.8263151600","-122.9132100000","86","48.7950688200","-124.0395790000","3186","2"
"31","47.8263151600","-122.9132100000","85","48.4248857400","-117.7738870000","3185","2"
"31","47.8263151600","-122.9132100000","84","47.7622123300","-117.8607200000","3184","2"
"31","47.8263151600","-122.9132100000","83","47.3828889300","-116.5125230000","3183","2"
"31","47.8263151600","-122.9132100000","81","47.3143365100","-120.6896500000","3181","2"
"31","47.8263151600","-122.9132100000","57","44.7756118200","-123.8522020000","3157","2"
"31","47.8263151600","-122.9132100000","56","45.1914965100","-123.7448030000","3156","2"
"31","47.8263151600","-122.9132100000","41","46.2396430700","-122.0994960000","3141","2"
"31","47.8263151600","-122.9132100000","40","47.2936767900","-123.1816370000","3140","3"
"31","47.8263151600","-122.9132100000","39","47.0224387800","-123.5006580000","3139","2"
"31","47.8263151600","-122.9132100000","38","46.7104448000","-123.8730830000","3138","2"
"31","47.8263151600","-122.9132100000","35","47.0772485300","-123.9686490000","3135","2"
"31","47.8263151600","-122.9132100000","34","47.3850263800","-124.0754580000","3134","2"
"31","47.8263151600","-122.9132100000","32","47.9401508000","-123.7297350000","3132","2"
"31","47.8263151600","-122.9132100000","31","47.8263151600","-122.9132100000","3131","3"
"31","47.8263151600","-122.9132100000","30","46.8453611100","-122.7796990000","3130","2"
"31","47.8263151600","-122.9132100000","29","47.1531389600","-122.2906270000","3129","2"
"31","47.8263151600","-122.9132100000","28","47.4552952900","-122.1866290000","3128","2"
"31","47.8263151600","-122.9132100000","27","47.6295622000","-122.2540880000","3127","2"
"31","47.8263151600","-122.9132100000","26","47.1728142600","-121.6132350000","3126","2"
"31","47.8263151600","-122.9132100000","25","47.5874008500","-121.4825350000","3125","2"
"31","47.8263151600","-122.9132100000","24","47.8502065900","-121.9210130000","3124","2"
"31","47.8263151600","-122.9132100000","23","48.6554883500","-122.5674870000","3123","2"
"31","47.8263151600","-122.9132100000","22","48.3139814300","-122.0222000000","3122","2"
"31","47.8263151600","-122.9132100000","21","48.5079236300","-122.3594910000","3121","2"
"31","47.8263151600","-122.9132100000","20","48.7974315600","-121.9870660000","3120","2"
"31","47.8263151600","-122.9132100000","19","48.9196994700","-122.6644580000","3119","2"
"31","47.8263151600","-122.9132100000","18","49.1979643700","-122.1332250000","3118","2"
"31","47.8263151600","-122.9132100000","14","46.9711424700","-119.8572150000","3114","2"
"31","47.8263151600","-122.9132100000","11","48.0701482900","-119.0224200000","3111","2"
"31","47.8263151600","-122.9132100000","10","48.1263634200","-116.1751240000","3110","2"
"31","47.8263151600","-122.9132100000","9","46.1799145000","-112.9652400000","319","2"
"32","47.9401508000","-123.7297350000","100","49.7935887700","-124.9183430000","32100","2"
"32","47.9401508000","-123.7297350000","98","50.1222464700","-125.0564740000","3298","2"
"32","47.9401508000","-123.7297350000","97","50.4604304800","-124.1467120000","3297","2"
"32","47.9401508000","-123.7297350000","96","50.9129302100","-122.3986340000","3296","2"
"32","47.9401508000","-123.7297350000","95","50.7462197800","-121.4269500000","3295","2"
"32","47.9401508000","-123.7297350000","94","48.6571158800","-123.5175320000","3294","2"
"32","47.9401508000","-123.7297350000","93","49.4382733100","-124.2224790000","3293","2"
"32","47.9401508000","-123.7297350000","92","49.8764835700","-123.4365590000","3292","2"
"32","47.9401508000","-123.7297350000","89","49.6359785200","-117.9795440000","3289","2"
"32","47.9401508000","-123.7297350000","88","48.9870156000","-119.3551630000","3288","2"
"32","47.9401508000","-123.7297350000","86","48.7950688200","-124.0395790000","3286","2"
"32","47.9401508000","-123.7297350000","85","48.4248857400","-117.7738870000","3285","2"
"32","47.9401508000","-123.7297350000","84","47.7622123300","-117.8607200000","3284","2"
"32","47.9401508000","-123.7297350000","83","47.3828889300","-116.5125230000","3283","2"
"32","47.9401508000","-123.7297350000","81","47.3143365100","-120.6896500000","3281","2"
"32","47.9401508000","-123.7297350000","57","44.7756118200","-123.8522020000","3257","2"
"32","47.9401508000","-123.7297350000","56","45.1914965100","-123.7448030000","3256","2"
"32","47.9401508000","-123.7297350000","41","46.2396430700","-122.0994960000","3241","2"
"32","47.9401508000","-123.7297350000","40","47.2936767900","-123.1816370000","3240","2"
"32","47.9401508000","-123.7297350000","39","47.0224387800","-123.5006580000","3239","2"
"32","47.9401508000","-123.7297350000","38","46.7104448000","-123.8730830000","3238","2"
"32","47.9401508000","-123.7297350000","35","47.0772485300","-123.9686490000","3235","2"
"32","47.9401508000","-123.7297350000","34","47.3850263800","-124.0754580000","3234","2"
"32","47.9401508000","-123.7297350000","32","47.9401508000","-123.7297350000","3232","3"
"32","47.9401508000","-123.7297350000","31","47.8263151600","-122.9132100000","3231","2"
"32","47.9401508000","-123.7297350000","30","46.8453611100","-122.7796990000","3230","2"
"32","47.9401508000","-123.7297350000","29","47.1531389600","-122.2906270000","3229","2"
"32","47.9401508000","-123.7297350000","28","47.4552952900","-122.1866290000","3228","2"
"32","47.9401508000","-123.7297350000","27","47.6295622000","-122.2540880000","3227","2"
"32","47.9401508000","-123.7297350000","26","47.1728142600","-121.6132350000","3226","2"
"32","47.9401508000","-123.7297350000","25","47.5874008500","-121.4825350000","3225","2"
"32","47.9401508000","-123.7297350000","24","47.8502065900","-121.9210130000","3224","2"
"32","47.9401508000","-123.7297350000","23","48.6554883500","-122.5674870000","3223","2"
"32","47.9401508000","-123.7297350000","22","48.3139814300","-122.0222000000","3222","2"
"32","47.9401508000","-123.7297350000","21","48.5079236300","-122.3594910000","3221","2"
"32","47.9401508000","-123.7297350000","20","48.7974315600","-121.9870660000","3220","2"
"32","47.9401508000","-123.7297350000","19","48.9196994700","-122.6644580000","3219","2"
"32","47.9401508000","-123.7297350000","18","49.1979643700","-122.1332250000","3218","2"
"32","47.9401508000","-123.7297350000","14","46.9711424700","-119.8572150000","3214","2"
"32","47.9401508000","-123.7297350000","11","48.0701482900","-119.0224200000","3211","2"
"32","47.9401508000","-123.7297350000","10","48.1263634200","-116.1751240000","3210","2"
"32","47.9401508000","-123.7297350000","9","46.1799145000","-112.9652400000","329","2"
"33","47.6970203600","-124.3340470000","33","47.6970203600","-124.3340470000","3333","3"
"34","47.3850263800","-124.0754580000","100","49.7935887700","-124.9183430000","34100","2"
"34","47.3850263800","-124.0754580000","98","50.1222464700","-125.0564740000","3498","2"
"34","47.3850263800","-124.0754580000","97","50.4604304800","-124.1467120000","3497","2"
"34","47.3850263800","-124.0754580000","96","50.9129302100","-122.3986340000","3496","2"
"34","47.3850263800","-124.0754580000","95","50.7462197800","-121.4269500000","3495","2"
"34","47.3850263800","-124.0754580000","94","48.6571158800","-123.5175320000","3494","2"
"34","47.3850263800","-124.0754580000","93","49.4382733100","-124.2224790000","3493","2"
"34","47.3850263800","-124.0754580000","92","49.8764835700","-123.4365590000","3492","2"
"34","47.3850263800","-124.0754580000","89","49.6359785200","-117.9795440000","3489","2"
"34","47.3850263800","-124.0754580000","88","48.9870156000","-119.3551630000","3488","2"
"34","47.3850263800","-124.0754580000","86","48.7950688200","-124.0395790000","3486","2"
"34","47.3850263800","-124.0754580000","85","48.4248857400","-117.7738870000","3485","2"
"34","47.3850263800","-124.0754580000","84","47.7622123300","-117.8607200000","3484","2"
"34","47.3850263800","-124.0754580000","83","47.3828889300","-116.5125230000","3483","2"
"34","47.3850263800","-124.0754580000","81","47.3143365100","-120.6896500000","3481","2"
"34","47.3850263800","-124.0754580000","57","44.7756118200","-123.8522020000","3457","2"
"34","47.3850263800","-124.0754580000","56","45.1914965100","-123.7448030000","3456","2"
"34","47.3850263800","-124.0754580000","41","46.2396430700","-122.0994960000","3441","3"
"34","47.3850263800","-124.0754580000","40","47.2936767900","-123.1816370000","3440","2"
"34","47.3850263800","-124.0754580000","39","47.0224387800","-123.5006580000","3439","2"
"34","47.3850263800","-124.0754580000","38","46.7104448000","-123.8730830000","3438","2"
"34","47.3850263800","-124.0754580000","35","47.0772485300","-123.9686490000","3435","2"
"34","47.3850263800","-124.0754580000","34","47.3850263800","-124.0754580000","3434","3"
"34","47.3850263800","-124.0754580000","32","47.9401508000","-123.7297350000","3432","2"
"34","47.3850263800","-124.0754580000","31","47.8263151600","-122.9132100000","3431","2"
"34","47.3850263800","-124.0754580000","30","46.8453611100","-122.7796990000","3430","2"
"34","47.3850263800","-124.0754580000","29","47.1531389600","-122.2906270000","3429","2"
"34","47.3850263800","-124.0754580000","28","47.4552952900","-122.1866290000","3428","2"
"34","47.3850263800","-124.0754580000","27","47.6295622000","-122.2540880000","3427","2"
"34","47.3850263800","-124.0754580000","26","47.1728142600","-121.6132350000","3426","2"
"34","47.3850263800","-124.0754580000","25","47.5874008500","-121.4825350000","3425","2"
"34","47.3850263800","-124.0754580000","24","47.8502065900","-121.9210130000","3424","2"
"34","47.3850263800","-124.0754580000","23","48.6554883500","-122.5674870000","3423","2"
"34","47.3850263800","-124.0754580000","22","48.3139814300","-122.0222000000","3422","2"
"34","47.3850263800","-124.0754580000","21","48.5079236300","-122.3594910000","3421","2"
"34","47.3850263800","-124.0754580000","20","48.7974315600","-121.9870660000","3420","2"
"34","47.3850263800","-124.0754580000","19","48.9196994700","-122.6644580000","3419","2"
"34","47.3850263800","-124.0754580000","18","49.1979643700","-122.1332250000","3418","2"
"34","47.3850263800","-124.0754580000","14","46.9711424700","-119.8572150000","3414","2"
"34","47.3850263800","-124.0754580000","11","48.0701482900","-119.0224200000","3411","2"
"34","47.3850263800","-124.0754580000","10","48.1263634200","-116.1751240000","3410","2"
"34","47.3850263800","-124.0754580000","9","46.1799145000","-112.9652400000","349","2"
"35","47.0772485300","-123.9686490000","100","49.7935887700","-124.9183430000","35100","2"
"35","47.0772485300","-123.9686490000","98","50.1222464700","-125.0564740000","3598","2"
"35","47.0772485300","-123.9686490000","97","50.4604304800","-124.1467120000","3597","2"
"35","47.0772485300","-123.9686490000","96","50.9129302100","-122.3986340000","3596","2"
"35","47.0772485300","-123.9686490000","95","50.7462197800","-121.4269500000","3595","2"
"35","47.0772485300","-123.9686490000","94","48.6571158800","-123.5175320000","3594","2"
"35","47.0772485300","-123.9686490000","93","49.4382733100","-124.2224790000","3593","2"
"35","47.0772485300","-123.9686490000","92","49.8764835700","-123.4365590000","3592","2"
"35","47.0772485300","-123.9686490000","89","49.6359785200","-117.9795440000","3589","2"
"35","47.0772485300","-123.9686490000","88","48.9870156000","-119.3551630000","3588","2"
"35","47.0772485300","-123.9686490000","86","48.7950688200","-124.0395790000","3586","2"
"35","47.0772485300","-123.9686490000","85","48.4248857400","-117.7738870000","3585","2"
"35","47.0772485300","-123.9686490000","84","47.7622123300","-117.8607200000","3584","2"
"35","47.0772485300","-123.9686490000","83","47.3828889300","-116.5125230000","3583","2"
"35","47.0772485300","-123.9686490000","81","47.3143365100","-120.6896500000","3581","2"
"35","47.0772485300","-123.9686490000","57","44.7756118200","-123.8522020000","3557","2"
"35","47.0772485300","-123.9686490000","56","45.1914965100","-123.7448030000","3556","2"
"35","47.0772485300","-123.9686490000","41","46.2396430700","-122.0994960000","3541","2"
"35","47.0772485300","-123.9686490000","40","47.2936767900","-123.1816370000","3540","2"
"35","47.0772485300","-123.9686490000","39","47.0224387800","-123.5006580000","3539","2"
"35","47.0772485300","-123.9686490000","38","46.7104448000","-123.8730830000","3538","3"
"35","47.0772485300","-123.9686490000","35","47.0772485300","-123.9686490000","3535","3"
"35","47.0772485300","-123.9686490000","34","47.3850263800","-124.0754580000","3534","2"
"35","47.0772485300","-123.9686490000","32","47.9401508000","-123.7297350000","3532","2"
"35","47.0772485300","-123.9686490000","31","47.8263151600","-122.9132100000","3531","2"
"35","47.0772485300","-123.9686490000","30","46.8453611100","-122.7796990000","3530","2"
"35","47.0772485300","-123.9686490000","29","47.1531389600","-122.2906270000","3529","2"
"35","47.0772485300","-123.9686490000","28","47.4552952900","-122.1866290000","3528","2"
"35","47.0772485300","-123.9686490000","27","47.6295622000","-122.2540880000","3527","2"
"35","47.0772485300","-123.9686490000","26","47.1728142600","-121.6132350000","3526","2"
"35","47.0772485300","-123.9686490000","25","47.5874008500","-121.4825350000","3525","2"
"35","47.0772485300","-123.9686490000","24","47.8502065900","-121.9210130000","3524","2"
"35","47.0772485300","-123.9686490000","23","48.6554883500","-122.5674870000","3523","2"
"35","47.0772485300","-123.9686490000","22","48.3139814300","-122.0222000000","3522","2"
"35","47.0772485300","-123.9686490000","21","48.5079236300","-122.3594910000","3521","2"
"35","47.0772485300","-123.9686490000","20","48.7974315600","-121.9870660000","3520","2"
"35","47.0772485300","-123.9686490000","19","48.9196994700","-122.6644580000","3519","2"
"35","47.0772485300","-123.9686490000","18","49.1979643700","-122.1332250000","3518","2"
"35","47.0772485300","-123.9686490000","14","46.9711424700","-119.8572150000","3514","2"
"35","47.0772485300","-123.9686490000","11","48.0701482900","-119.0224200000","3511","2"
"35","47.0772485300","-123.9686490000","10","48.1263634200","-116.1751240000","3510","2"
"35","47.0772485300","-123.9686490000","9","46.1799145000","-112.9652400000","359","2"
"36","46.5867715100","-122.8626160000","90","43.1523438000","-123.3653400000","3690","2"
"36","46.5867715100","-122.8626160000","75","42.1112076900","-122.8102050000","3675","2"
"36","46.5867715100","-122.8626160000","74","41.9832431700","-124.0624290000","3674","2"
"36","46.5867715100","-122.8626160000","73","42.1706197900","-123.9436050000","3673","2"
"36","46.5867715100","-122.8626160000","70","42.5453730300","-123.5962730000","3670","2"
"36","46.5867715100","-122.8626160000","69","42.8538589200","-123.7790790000","3669","2"
"36","46.5867715100","-122.8626160000","67","42.5956448000","-124.3252140000","3667","2"
"36","46.5867715100","-122.8626160000","37","46.4729358700","-123.3418500000","3637","3"
"36","46.5867715100","-122.8626160000","36","46.5867715100","-122.8626160000","3636","3"
"36","46.5867715100","-122.8626160000","17","49.5324444000","-120.3877450000","3617","2"
"37","46.4729358700","-123.3418500000","90","43.1523438000","-123.3653400000","3790","2"
"37","46.4729358700","-123.3418500000","75","42.1112076900","-122.8102050000","3775","2"
"37","46.4729358700","-123.3418500000","74","41.9832431700","-124.0624290000","3774","2"
"37","46.4729358700","-123.3418500000","73","42.1706197900","-123.9436050000","3773","2"
"37","46.4729358700","-123.3418500000","70","42.5453730300","-123.5962730000","3770","2"
"37","46.4729358700","-123.3418500000","69","42.8538589200","-123.7790790000","3769","2"
"37","46.4729358700","-123.3418500000","67","42.5956448000","-124.3252140000","3767","2"
"37","46.4729358700","-123.3418500000","37","46.4729358700","-123.3418500000","3737","3"
"37","46.4729358700","-123.3418500000","36","46.5867715100","-122.8626160000","3736","3"
"37","46.4729358700","-123.3418500000","17","49.5324444000","-120.3877450000","3717","2"
"38","46.7104448000","-123.8730830000","100","49.7935887700","-124.9183430000","38100","2"
"38","46.7104448000","-123.8730830000","98","50.1222464700","-125.0564740000","3898","2"
"38","46.7104448000","-123.8730830000","97","50.4604304800","-124.1467120000","3897","2"
"38","46.7104448000","-123.8730830000","96","50.9129302100","-122.3986340000","3896","2"
"38","46.7104448000","-123.8730830000","95","50.7462197800","-121.4269500000","3895","2"
"38","46.7104448000","-123.8730830000","94","48.6571158800","-123.5175320000","3894","2"
"38","46.7104448000","-123.8730830000","93","49.4382733100","-124.2224790000","3893","2"
"38","46.7104448000","-123.8730830000","92","49.8764835700","-123.4365590000","3892","2"
"38","46.7104448000","-123.8730830000","89","49.6359785200","-117.9795440000","3889","2"
"38","46.7104448000","-123.8730830000","88","48.9870156000","-119.3551630000","3888","2"
"38","46.7104448000","-123.8730830000","86","48.7950688200","-124.0395790000","3886","2"
"38","46.7104448000","-123.8730830000","85","48.4248857400","-117.7738870000","3885","2"
"38","46.7104448000","-123.8730830000","84","47.7622123300","-117.8607200000","3884","2"
"38","46.7104448000","-123.8730830000","83","47.3828889300","-116.5125230000","3883","2"
"38","46.7104448000","-123.8730830000","81","47.3143365100","-120.6896500000","3881","2"
"38","46.7104448000","-123.8730830000","57","44.7756118200","-123.8522020000","3857","2"
"38","46.7104448000","-123.8730830000","56","45.1914965100","-123.7448030000","3856","2"
"38","46.7104448000","-123.8730830000","41","46.2396430700","-122.0994960000","3841","2"
"38","46.7104448000","-123.8730830000","40","47.2936767900","-123.1816370000","3840","2"
"38","46.7104448000","-123.8730830000","39","47.0224387800","-123.5006580000","3839","2"
"38","46.7104448000","-123.8730830000","38","46.7104448000","-123.8730830000","3838","3"
"38","46.7104448000","-123.8730830000","35","47.0772485300","-123.9686490000","3835","3"
"38","46.7104448000","-123.8730830000","34","47.3850263800","-124.0754580000","3834","2"
"38","46.7104448000","-123.8730830000","32","47.9401508000","-123.7297350000","3832","2"
"38","46.7104448000","-123.8730830000","31","47.8263151600","-122.9132100000","3831","2"
"38","46.7104448000","-123.8730830000","30","46.8453611100","-122.7796990000","3830","2"
"38","46.7104448000","-123.8730830000","29","47.1531389600","-122.2906270000","3829","2"
"38","46.7104448000","-123.8730830000","28","47.4552952900","-122.1866290000","3828","2"
"38","46.7104448000","-123.8730830000","27","47.6295622000","-122.2540880000","3827","2"
"38","46.7104448000","-123.8730830000","26","47.1728142600","-121.6132350000","3826","2"
"38","46.7104448000","-123.8730830000","25","47.5874008500","-121.4825350000","3825","2"
"38","46.7104448000","-123.8730830000","24","47.8502065900","-121.9210130000","3824","2"
"38","46.7104448000","-123.8730830000","23","48.6554883500","-122.5674870000","3823","2"
"38","46.7104448000","-123.8730830000","22","48.3139814300","-122.0222000000","3822","2"
"38","46.7104448000","-123.8730830000","21","48.5079236300","-122.3594910000","3821","2"
"38","46.7104448000","-123.8730830000","20","48.7974315600","-121.9870660000","3820","2"
"38","46.7104448000","-123.8730830000","19","48.9196994700","-122.6644580000","3819","2"
"38","46.7104448000","-123.8730830000","18","49.1979643700","-122.1332250000","3818","2"
"38","46.7104448000","-123.8730830000","14","46.9711424700","-119.8572150000","3814","2"
"38","46.7104448000","-123.8730830000","11","48.0701482900","-119.0224200000","3811","2"
"38","46.7104448000","-123.8730830000","10","48.1263634200","-116.1751240000","3810","2"
"38","46.7104448000","-123.8730830000","9","46.1799145000","-112.9652400000","389","2"
"39","47.0224387800","-123.5006580000","100","49.7935887700","-124.9183430000","39100","2"
"39","47.0224387800","-123.5006580000","98","50.1222464700","-125.0564740000","3998","2"
"39","47.0224387800","-123.5006580000","97","50.4604304800","-124.1467120000","3997","2"
"39","47.0224387800","-123.5006580000","96","50.9129302100","-122.3986340000","3996","2"
"39","47.0224387800","-123.5006580000","95","50.7462197800","-121.4269500000","3995","2"
"39","47.0224387800","-123.5006580000","94","48.6571158800","-123.5175320000","3994","2"
"39","47.0224387800","-123.5006580000","93","49.4382733100","-124.2224790000","3993","2"
"39","47.0224387800","-123.5006580000","92","49.8764835700","-123.4365590000","3992","2"
"39","47.0224387800","-123.5006580000","89","49.6359785200","-117.9795440000","3989","3"
"39","47.0224387800","-123.5006580000","88","48.9870156000","-119.3551630000","3988","3"
"39","47.0224387800","-123.5006580000","86","48.7950688200","-124.0395790000","3986","2"
"39","47.0224387800","-123.5006580000","85","48.4248857400","-117.7738870000","3985","3"
"39","47.0224387800","-123.5006580000","84","47.7622123300","-117.8607200000","3984","3"
"39","47.0224387800","-123.5006580000","83","47.3828889300","-116.5125230000","3983","3"
"39","47.0224387800","-123.5006580000","81","47.3143365100","-120.6896500000","3981","3"
"39","47.0224387800","-123.5006580000","57","44.7756118200","-123.8522020000","3957","2"
"39","47.0224387800","-123.5006580000","56","45.1914965100","-123.7448030000","3956","2"
"39","47.0224387800","-123.5006580000","41","46.2396430700","-122.0994960000","3941","2"
"39","47.0224387800","-123.5006580000","40","47.2936767900","-123.1816370000","3940","2"
"39","47.0224387800","-123.5006580000","39","47.0224387800","-123.5006580000","3939","3"
