RES_FIPS,RES_ST,RES_CO,WORK_FIPS,WORK_ST,WORK_CO,FLOW,MOE,RES,RES_LAT,RES_LON,WORK_LAT,WORK_LON,FLOW_NUM,ID,RES_WORK,WORK_RES,OPP_FLOW,NET_FLOW
16081,Idaho,Teton County,16019,Idaho,Bonneville County,97,74,0,43.7599,-111.2078,43.388,-111.6148,97,369,1608116019,1601916081,33,-64
16081,Idaho,Teton County,16043,Idaho,Fremont County,6,11,0,43.7599,-111.2078,44.229,-111.4821,6,370,1608116043,1604316081,35,29
16081,Idaho,Teton County,16065,Idaho,Madison County,62,48,0,43.7599,-111.2078,43.7843,-111.6604,62,371,1608116065,1606516081,161,99
16083,Idaho,Twin Falls County,16001,Idaho,Ada County,162,80,0,42.3562,-114.6682,43.4508,-116.2413,162,372,1608316001,1600116083,206,44
16083,Idaho,Twin Falls County,16005,Idaho,Bannock County,19,18,0,42.3562,-114.6682,42.6683,-112.2244,19,373,1608316005,1600516083,44,25
16083,Idaho,Twin Falls County,16013,Idaho,Blaine County,85,58,0,42.3562,-114.6682,43.4115,-113.9797,85,374,1608316013,1601316083,98,13
16083,Idaho,Twin Falls County,16019,Idaho,Bonneville County,6,8,0,42.3562,-114.6682,43.388,-111.6148,6,375,1608316019,1601916083,5,-1
16083,Idaho,Twin Falls County,16025,Idaho,Camas County,16,24,0,42.3562,-114.6682,43.4631,-114.8061,16,376,1608316025,1602516083,2,-14
16083,Idaho,Twin Falls County,16027,Idaho,Canyon County,5,10,0,42.3562,-114.6682,43.6249,-116.7093,5,377,1608316027,1602716083,44,39
16083,Idaho,Twin Falls County,16031,Idaho,Cassia County,478,194,0,42.3562,-114.6682,42.2838,-113.6012,478,378,1608316031,1603116083,321,-157
16083,Idaho,Twin Falls County,16039,Idaho,Elmore County,17,25,0,42.3562,-114.6682,43.3538,-115.4695,17,379,1608316039,1603916083,28,11
16083,Idaho,Twin Falls County,16047,Idaho,Gooding County,469,167,0,42.3562,-114.6682,42.9708,-114.8115,469,380,1608316047,1604716083,971,502
16083,Idaho,Twin Falls County,16049,Idaho,Idaho County,22,38,0,42.3562,-114.6682,45.8441,-115.4671,22,381,1608316049,1604916083,0,-22
16083,Idaho,Twin Falls County,16053,Idaho,Jerome County,2163,405,0,42.3562,-114.6682,42.6899,-114.2645,2163,382,1608316053,1605316083,2659,496
16083,Idaho,Twin Falls County,16063,Idaho,Lincoln County,83,50,0,42.3562,-114.6682,43.0023,-114.1384,83,383,1608316063,1606316083,291,208
16083,Idaho,Twin Falls County,16067,Idaho,Minidoka County,172,111,0,42.3562,-114.6682,42.8542,-113.6376,172,384,1608316067,1606716083,220,48
16083,Idaho,Twin Falls County,16073,Idaho,Owyhee County,4,8,0,42.3562,-114.6682,42.5814,-116.1699,4,385,1608316073,1607316083,8,4
16085,Idaho,Valley County,16001,Idaho,Ada County,133,82,0,44.7664,-115.5665,43.4508,-116.2413,133,386,1608516001,1600116085,115,-18
16085,Idaho,Valley County,16003,Idaho,Adams County,99,70,0,44.7664,-115.5665,44.8894,-116.4539,99,387,1608516003,1600316085,383,284
16085,Idaho,Valley County,16005,Idaho,Bannock County,10,18,0,44.7664,-115.5665,42.6683,-112.2244,10,388,1608516005,1600516085,0,-10
16085,Idaho,Valley County,16015,Idaho,Boise County,22,23,0,44.7664,-115.5665,43.9891,-115.7302,22,389,1608516015,1601516085,8,-14
16085,Idaho,Valley County,16027,Idaho,Canyon County,4,12,0,44.7664,-115.5665,43.6249,-116.7093,4,390,1608516027,1602716085,99,95
16085,Idaho,Valley County,16049,Idaho,Idaho County,6,11,0,44.7664,-115.5665,45.8441,-115.4671,6,391,1608516049,1604916085,18,12
16085,Idaho,Valley County,16059,Idaho,Lemhi County,14,31,0,44.7664,-115.5665,44.9436,-113.9336,14,392,1608516059,1605916085,0,-14
16085,Idaho,Valley County,16083,Idaho,Twin Falls County,24,36,0,44.7664,-115.5665,42.3562,-114.6682,24,393,1608516083,1608316085,0,-24
16087,Idaho,Washington County,16001,Idaho,Ada County,83,51,0,44.4527,-116.7851,43.4508,-116.2413,83,394,1608716001,1600116087,59,-24
16087,Idaho,Washington County,16003,Idaho,Adams County,53,30,0,44.4527,-116.7851,44.8894,-116.4539,53,395,1608716003,1600316087,20,-33
16087,Idaho,Washington County,16027,Idaho,Canyon County,114,63,0,44.4527,-116.7851,43.6249,-116.7093,114,396,1608716027,1602716087,6,-108
16087,Idaho,Washington County,16037,Idaho,Custer County,7,11,0,44.4527,-116.7851,44.2414,-114.2816,7,397,1608716037,1603716087,0,-7
16087,Idaho,Washington County,16075,Idaho,Payette County,401,132,0,44.4527,-116.7851,44.0068,-116.7605,401,398,1608716075,1607516087,234,-167
16087,Idaho,Washington County,16083,Idaho,Twin Falls County,3,4,0,44.4527,-116.7851,42.3562,-114.6682,3,399,1608716083,1608316087,0,-3
16087,Idaho,Washington County,16085,Idaho,Valley County,6,9,0,44.4527,-116.7851,44.7664,-115.5665,6,400,1608716085,1608516087,0,-6
41001,Oregon,Baker County,16001,Idaho,Ada County,14,18,0,44.7091,-117.6755,43.4508,-116.2413,14,401,4100116001,1600141001,0,-14
41001,Oregon,Baker County,16027,Idaho,Canyon County,2,3,0,44.7091,-117.6755,43.6249,-116.7093,2,402,4100116027,1602741001,0,-2
41001,Oregon,Baker County,16053,Idaho,Jerome County,7,9,0,44.7091,-117.6755,42.6899,-114.2645,7,403,4100116053,1605341001,0,-7
41001,Oregon,Baker County,16075,Idaho,Payette County,9,12,0,44.7091,-117.6755,44.0068,-116.7605,9,404,4100116075,1607541001,13,4
41001,Oregon,Baker County,16083,Idaho,Twin Falls County,2,4,0,44.7091,-117.6755,42.3562,-114.6682,2,405,4100116083,1608341001,0,-2
41005,Oregon,Clackamas County,16001,Idaho,Ada County,4,7,0,45.1879,-122.2203,43.4508,-116.2413,4,406,4100516001,1600141005,15,11
41005,Oregon,Clackamas County,16017,Idaho,Bonner County,11,16,0,45.1879,-122.2203,48.3001,-116.6014,11,407,4100516017,1601741005,0,-11
41007,Oregon,Clatsop County,16015,Idaho,Boise County,7,11,0,45.9948,-123.6562,43.9891,-115.7302,7,408,4100716015,1601541007,0,-7
41017,Oregon,Deschutes County,16053,Idaho,Jerome County,27,47,0,43.9146,-121.2269,42.6899,-114.2645,27,409,4101716053,1605341017,0,-27
41019,Oregon,Douglas County,16049,Idaho,Idaho County,5,9,0,43.2795,-123.1666,45.8441,-115.4671,5,410,4101916049,1604941019,0,-5
41019,Oregon,Douglas County,16053,Idaho,Jerome County,8,15,0,43.2795,-123.1666,42.6899,-114.2645,8,411,4101916053,1605341019,0,-8
41023,Oregon,Grant County,16087,Idaho,Washington County,5,5,0,44.4913,-119.0073,44.4527,-116.7851,5,412,4102316087,1608741023,0,-5
41025,Oregon,Harney County,16027,Idaho,Canyon County,4,7,0,43.0641,-118.9678,43.6249,-116.7093,4,413,4102516027,1602741025,0,-4
41027,Oregon,Hood River County,16027,Idaho,Canyon County,13,22,0,45.5193,-121.6514,43.6249,-116.7093,13,414,4102716027,1602741027,15,2
41045,Oregon,Malheur County,16001,Idaho,Ada County,221,98,0,43.1935,-117.6231,43.4508,-116.2413,221,415,4104516001,1600141045,396,175
41045,Oregon,Malheur County,16027,Idaho,Canyon County,527,136,0,43.1935,-117.6231,43.6249,-116.7093,527,416,4104516027,1602741045,1038,511
41045,Oregon,Malheur County,16045,Idaho,Gem County,6,10,0,43.1935,-117.6231,44.0606,-116.3981,6,417,4104516045,1604541045,118,112
41045,Oregon,Malheur County,16073,Idaho,Owyhee County,33,24,0,43.1935,-117.6231,42.5814,-116.1699,33,418,4104516073,1607341045,20,-13
41045,Oregon,Malheur County,16075,Idaho,Payette County,627,166,0,43.1935,-117.6231,44.0068,-116.7605,627,419,4104516075,1607541045,3164,2537
41045,Oregon,Malheur County,16083,Idaho,Twin Falls County,2,3,0,43.1935,-117.6231,42.3562,-114.6682,2,420,4104516083,1608341045,0,-2
41045,Oregon,Malheur County,16087,Idaho,Washington County,151,49,0,43.1935,-117.6231,44.4527,-116.7851,151,421,4104516087,1608741045,468,317
41047,Oregon,Marion County,16001,Idaho,Ada County,3,7,0,44.9032,-122.5846,43.4508,-116.2413,3,422,4104716001,1600141047,0,-3
41051,Oregon,Multnomah County,16001,Idaho,Ada County,48,49,0,45.5465,-122.4147,43.4508,-116.2413,48,423,4105116001,1600141051,17,-31
41051,Oregon,Multnomah County,16041,Idaho,Franklin County,9,14,0,45.5465,-122.4147,42.1812,-111.8132,9,424,4105116041,1604141051,0,-9
41051,Oregon,Multnomah County,16057,Idaho,Latah County,13,21,0,45.5465,-122.4147,46.8156,-116.7116,13,425,4105116057,1605741051,0,-13
41055,Oregon,Sherman County,16001,Idaho,Ada County,22,29,0,45.4052,-120.6894,43.4508,-116.2413,22,426,4105516001,1600141055,0,-22
41059,Oregon,Umatilla County,16013,Idaho,Blaine County,11,17,0,45.5916,-118.7366,43.4115,-113.9797,11,427,4105916013,1601341059,0,-11
41059,Oregon,Umatilla County,16055,Idaho,Kootenai County,10,16,0,45.5916,-118.7366,47.6743,-116.7018,10,428,4105916055,1605541059,25,15
41061,Oregon,Union County,16001,Idaho,Ada County,38,36,0,45.3105,-118.009,43.4508,-116.2413,38,429,4106116001,1600141061,49,11
41061,Oregon,Union County,16031,Idaho,Cassia County,20,30,0,45.3105,-118.009,42.2838,-113.6012,20,430,4106116031,1603141061,0,-20
41061,Oregon,Union County,16045,Idaho,Gem County,7,10,0,45.3105,-118.009,44.0606,-116.3981,7,431,4106116045,1604541061,0,-7
41061,Oregon,Union County,16069,Idaho,Nez Perce County,6,7,0,45.3105,-118.009,46.327,-116.7499,6,432,4106116069,1606941061,0,-6
41063,Oregon,Wallowa County,16057,Idaho,Latah County,21,21,0,45.5798,-117.1809,46.8156,-116.7116,21,433,4106316057,1605741063,0,-21
41063,Oregon,Wallowa County,16069,Idaho,Nez Perce County,4,6,0,45.5798,-117.1809,46.327,-116.7499,4,434,4106316069,1606941063,6,2
41067,Oregon,Washington County,16001,Idaho,Ada County,18,21,0,45.5598,-123.0983,43.4508,-116.2413,18,435,4106716001,1600141067,0,-18
41067,Oregon,Washington County,16019,Idaho,Bonneville County,22,37,0,45.5598,-123.0983,43.388,-111.6148,22,436,4106716019,1601941067,0,-22
41067,Oregon,Washington County,16063,Idaho,Lincoln County,18,29,0,45.5598,-123.0983,43.0023,-114.1384,18,437,4106716063,1606341067,1,-17
41071,Oregon,Yamhill County,16059,Idaho,Lemhi County,15,23,0,45.2326,-123.3078,44.9436,-113.9336,15,438,4107116059,1605941071,0,-15
53003,Washington,Asotin County,16035,Idaho,Clearwater County,45,40,0,46.1918,-117.2027,46.6736,-115.6564,45,439,5300316035,1603553003,21,-24
53003,Washington,Asotin County,16057,Idaho,Latah County,95,62,0,46.1918,-117.2027,46.8156,-116.7116,95,440,5300316057,1605753003,87,-8
53003,Washington,Asotin County,16061,Idaho,Lewis County,21,35,0,46.1918,-117.2027,46.237,-116.4262,21,441,5300316061,1606153003,45,24
53003,Washington,Asotin County,16069,Idaho,Nez Perce County,4766,394,0,46.1918,-117.2027,46.327,-116.7499,4766,442,5300316069,1606953003,2041,-2725
53005,Washington,Benton County,16001,Idaho,Ada County,5,9,0,46.2396,-119.5112,43.4508,-116.2413,5,443,5300516001,1600153005,0,-5
53005,Washington,Benton County,16017,Idaho,Bonner County,13,23,0,46.2396,-119.5112,48.3001,-116.6014,13,444,5300516017,1601753005,0,-13
53007,Washington,Chelan County,16035,Idaho,Clearwater County,9,14,0,47.8692,-120.6189,46.6736,-115.6564,9,445,5300716035,1603553007,0,-9
53009,Washington,Clallam County,16019,Idaho,Bonneville County,5,7,0,48.0491,-123.9274,43.388,-111.6148,5,446,5300916019,1601953009,0,-5
53011,Washington,Clark County,16001,Idaho,Ada County,8,11,0,45.7793,-122.4826,43.4508,-116.2413,8,447,5301116001,1600153011,0,-8
53011,Washington,Clark County,16069,Idaho,Nez Perce County,9,16,0,45.7793,-122.4826,46.327,-116.7499,9,448,5301116069,1606953011,0,-9
53011,Washington,Clark County,16073,Idaho,Owyhee County,11,18,0,45.7793,-122.4826,42.5814,-116.1699,11,449,5301116073,1607353011,0,-11
53013,Washington,Columbia County,16083,Idaho,Twin Falls County,2,3,0,46.2971,-117.9067,42.3562,-114.6682,2,450,5301316083,1608353013,0,-2
53015,Washington,Cowlitz County,16017,Idaho,Bonner County,13,22,0,46.1935,-122.6809,48.3001,-116.6014,13,451,5301516017,1601753015,0,-13
53023,Washington,Garfield County,16055,Idaho,Kootenai County,7,11,0,46.4327,-117.5449,47.6743,-116.7018,7,452,5302316055,1605553023,0,-7
53023,Washington,Garfield County,16057,Idaho,Latah County,5,7,0,46.4327,-117.5449,46.8156,-116.7116,5,453,5302316057,1605753023,0,-5
53023,Washington,Garfield County,16069,Idaho,Nez Perce County,99,38,0,46.4327,-117.5449,46.327,-116.7499,99,454,5302316069,1606953023,16,-83
53025,Washington,Grant County,16001,Idaho,Ada County,16,25,0,47.2056,-119.4516,43.4508,-116.2413,16,455,5302516001,1600153025,0,-16
53025,Washington,Grant County,16017,Idaho,Bonner County,3,4,0,47.2056,-119.4516,48.3001,-116.6014,3,456,5302516017,1601753025,0,-3
53025,Washington,Grant County,16049,Idaho,Idaho County,3,4,0,47.2056,-119.4516,45.8441,-115.4671,3,457,5302516049,1604953025,0,-3
53025,Washington,Grant County,16055,Idaho,Kootenai County,16,26,0,47.2056,-119.4516,47.6743,-116.7018,16,458,5302516055,1605553025,15,-1
53029,Washington,Island County,16001,Idaho,Ada County,2,3,0,48.1638,-122.5494,43.4508,-116.2413,2,459,5302916001,1600153029,0,-2
53033,Washington,King County,16001,Idaho,Ada County,34,36,0,47.49,-121.8065,43.4508,-116.2413,34,460,5303316001,1600153033,321,287
53033,Washington,King County,16017,Idaho,Bonner County,9,14,0,47.49,-121.8065,48.3001,-116.6014,9,461,5303316017,1601753033,0,-9
53033,Washington,King County,16057,Idaho,Latah County,70,63,0,47.49,-121.8065,46.8156,-116.7116,70,462,5303316057,1605753033,11,-59
53035,Washington,Kitsap County,16001,Idaho,Ada County,14,24,0,47.6134,-122.6734,43.4508,-116.2413,14,463,5303516001,1600153035,0,-14
53037,Washington,Kittitas County,16001,Idaho,Ada County,18,28,0,47.1245,-120.6796,43.4508,-116.2413,18,464,5303716001,1600153037,0,-18
53039,Washington,Klickitat County,16001,Idaho,Ada County,18,28,0,45.8735,-120.7888,43.4508,-116.2413,18,465,5303916001,1600153039,0,-18
53043,Washington,Lincoln County,16055,Idaho,Kootenai County,1,2,0,47.5763,-118.4187,47.6743,-116.7018,1,466,5304316055,1605553043,9,8
53043,Washington,Lincoln County,16057,Idaho,Latah County,1,3,0,47.5763,-118.4187,46.8156,-116.7116,1,467,5304316057,1605753043,0,-1
53043,Washington,Lincoln County,16069,Idaho,Nez Perce County,6,9,0,47.5763,-118.4187,46.327,-116.7499,6,468,5304316069,1606953043,0,-6
53051,Washington,Pend Oreille County,16017,Idaho,Bonner County,266,94,0,48.5324,-117.2739,48.3001,-116.6014,266,469,5305116017,1601753051,573,307
53051,Washington,Pend Oreille County,16055,Idaho,Kootenai County,97,78,0,48.5324,-117.2739,47.6743,-116.7018,97,470,5305116055,1605553051,46,-51
53051,Washington,Pend Oreille County,16079,Idaho,Shoshone County,9,13,0,48.5324,-117.2739,47.3532,-115.8925,9,471,5305116079,1607953051,0,-9
53053,Washington,Pierce County,16001,Idaho,Ada County,9,19,0,47.0267,-122.1116,43.4508,-116.2413,9,472,5305316001,1600153053,11,2
53055,Washington,San Juan County,16001,Idaho,Ada County,1,3,0,48.5786,-122.9535,43.4508,-116.2413,1,473,5305516001,1600153055,0,-1
53061,Washington,Snohomish County,16001,Idaho,Ada County,12,20,0,48.0476,-121.6979,43.4508,-116.2413,12,474,5306116001,1600153061,0,-12
53061,Washington,Snohomish County,16009,Idaho,Benewah County,57,65,0,48.0476,-121.6979,47.2169,-116.6588,57,475,5306116009,1600953061,0,-57
53063,Washington,Spokane County,16001,Idaho,Ada County,23,26,0,47.6207,-117.404,43.4508,-116.2413,23,476,5306316001,1600153063,100,77
53063,Washington,Spokane County,16009,Idaho,Benewah County,77,55,0,47.6207,-117.404,47.2169,-116.6588,77,477,5306316009,1600953063,50,-27
53063,Washington,Spokane County,16017,Idaho,Bonner County,221,124,0,47.6207,-117.404,48.3001,-116.6014,221,478,5306316017,1601753063,580,359
53063,Washington,Spokane County,16021,Idaho,Boundary County,36,30,0,47.6207,-117.404,48.7669,-116.4628,36,479,5306316021,1602153063,18,-18
53063,Washington,Spokane County,16027,Idaho,Canyon County,20,23,0,47.6207,-117.404,43.6249,-116.7093,20,480,5306316027,1602753063,0,-20
53063,Washington,Spokane County,16031,Idaho,Cassia County,11,17,0,47.6207,-117.404,42.2838,-113.6012,11,481,5306316031,1603153063,0,-11
53063,Washington,Spokane County,16055,Idaho,Kootenai County,3856,474,0,47.6207,-117.404,47.6743,-116.7018,3856,482,5306316055,1605553063,10087,6231
53063,Washington,Spokane County,16057,Idaho,Latah County,76,63,0,47.6207,-117.404,46.8156,-116.7116,76,483,5306316057,1605753063,39,-37
53063,Washington,Spokane County,16069,Idaho,Nez Perce County,40,29,0,47.6207,-117.404,46.327,-116.7499,40,484,5306316069,1606953063,44,4
53065,Washington,Stevens County,16009,Idaho,Benewah County,16,20,0,48.3989,-117.8551,47.2169,-116.6588,16,485,5306516009,1600953065,0,-16
53065,Washington,Stevens County,16017,Idaho,Bonner County,2,3,0,48.3989,-117.8551,48.3001,-116.6014,2,486,5306516017,1601753065,50,48
53065,Washington,Stevens County,16035,Idaho,Clearwater County,13,23,0,48.3989,-117.8551,46.6736,-115.6564,13,487,5306516035,1603553065,0,-13
53065,Washington,Stevens County,16055,Idaho,Kootenai County,36,56,0,48.3989,-117.8551,47.6743,-116.7018,36,488,5306516055,1605553065,43,7
53071,Washington,Walla Walla County,16055,Idaho,Kootenai County,30,50,0,46.2297,-118.4786,47.6743,-116.7018,30,489,5307116055,1605553071,7,-23
53071,Washington,Walla Walla County,16069,Idaho,Nez Perce County,8,12,0,46.2297,-118.4786,46.327,-116.7499,8,490,5307116069,1606953071,14,6
53073,Washington,Whatcom County,16057,Idaho,Latah County,23,38,0,48.8256,-121.7206,46.8156,-116.7116,23,491,5307316057,1605753073,0,-23
53075,Washington,Whitman County,16009,Idaho,Benewah County,36,17,0,46.9013,-117.523,47.2169,-116.6588,36,492,5307516009,1600953075,66,30
53075,Washington,Whitman County,16019,Idaho,Bonneville County,2,3,0,46.9013,-117.523,43.388,-111.6148,2,493,5307516019,1601953075,0,-2
53075,Washington,Whitman County,16049,Idaho,Idaho County,3,6,0,46.9013,-117.523,45.8441,-115.4671,3,494,5307516049,1604953075,19,16
53075,Washington,Whitman County,16055,Idaho,Kootenai County,15,9,0,46.9013,-117.523,47.6743,-116.7018,15,495,5307516055,1605553075,32,17
53075,Washington,Whitman County,16057,Idaho,Latah County,958,214,0,46.9013,-117.523,46.8156,-116.7116,958,496,5307516057,1605753075,3568,2610
53075,Washington,Whitman County,16069,Idaho,Nez Perce County,193,55,0,46.9013,-117.523,46.327,-116.7499,193,497,5307516069,1606953075,237,44
16001,Idaho,Ada County,41005,Oregon,Clackamas County,15,23,0,43.4508,-116.2413,45.1879,-122.2203,15,498,1600141005,4100516001,4,-11
16001,Idaho,Ada County,41039,Oregon,Lane County,17,30,0,43.4508,-116.2413,43.9386,-122.8473,17,499,1600141039,4103916001,0,-17
16001,Idaho,Ada County,41045,Oregon,Malheur County,396,231,0,43.4508,-116.2413,43.1935,-117.6231,396,500,1600141045,4104516001,221,-175
16001,Idaho,Ada County,41051,Oregon,Multnomah County,17,21,0,43.4508,-116.2413,45.5465,-122.4147,17,501,1600141051,4105116001,48,31
16001,Idaho,Ada County,41053,Oregon,Polk County,25,29,0,43.4508,-116.2413,44.9035,-123.4131,25,502,1600141053,4105316001,0,-25
16001,Idaho,Ada County,41061,Oregon,Union County,49,56,0,43.4508,-116.2413,45.3105,-118.009,49,503,1600141061,4106116001,38,-11
16001,Idaho,Ada County,41063,Oregon,Wallowa County,4,8,0,43.4508,-116.2413,45.5798,-117.1809,4,504,1600141063,4106316001,0,-4
16003,Idaho,Adams County,41045,Oregon,Malheur County,8,11,0,44.8894,-116.4539,43.1935,-117.6231,8,505,1600341045,4104516003,0,-8
16005,Idaho,Bannock County,41059,Oregon,Umatilla County,9,14,0,42.6683,-112.2244,45.5916,-118.7366,9,506,1600541059,4105916005,0,-9
16005,Idaho,Bannock County,41067,Oregon,Washington County,9,13,0,42.6683,-112.2244,45.5598,-123.0983,9,507,1600541067,4106716005,0,-9
16007,Idaho,Bear Lake County,41001,Oregon,Baker County,1,3,0,42.2847,-111.3295,44.7091,-117.6755,1,508,1600741001,4100116007,0,-1
16011,Idaho,Bingham County,41051,Oregon,Multnomah County,14,21,0,43.2165,-112.3979,45.5465,-122.4147,14,509,1601141051,4105116011,0,-14
16013,Idaho,Blaine County,41051,Oregon,Multnomah County,19,30,0,43.4115,-113.9797,45.5465,-122.4147,19,510,1601341051,4105116013,0,-19
16015,Idaho,Boise County,41045,Oregon,Malheur County,2,3,0,43.9891,-115.7302,43.1935,-117.6231,2,511,1601541045,4104516015,0,-2
16015,Idaho,Boise County,41051,Oregon,Multnomah County,12,19,0,43.9891,-115.7302,45.5465,-122.4147,12,512,1601541051,4105116015,0,-12
16017,Idaho,Bonner County,41043,Oregon,Linn County,25,29,0,48.3001,-116.6014,44.4887,-122.5341,25,513,1601741043,4104316017,0,-25
16017,Idaho,Bonner County,41051,Oregon,Multnomah County,22,24,0,48.3001,-116.6014,45.5465,-122.4147,22,514,1601741051,4105116017,0,-22
16019,Idaho,Bonneville County,41001,Oregon,Baker County,31,48,0,43.388,-111.6148,44.7091,-117.6755,31,515,1601941001,4100116019,0,-31
16019,Idaho,Bonneville County,41007,Oregon,Clatsop County,11,19,0,43.388,-111.6148,45.9948,-123.6562,11,516,1601941007,4100716019,0,-11
16019,Idaho,Bonneville County,41011,Oregon,Coos County,5,9,0,43.388,-111.6148,43.1742,-124.0597,5,517,1601941011,4101116019,0,-5
16019,Idaho,Bonneville County,41035,Oregon,Klamath County,7,10,0,43.388,-111.6148,42.6863,-121.65,7,518,1601941035,4103516019,0,-7
16021,Idaho,Boundary County,41017,Oregon,Deschutes County,20,31,0,48.7669,-116.4628,43.9146,-121.2269,20,519,1602141017,4101716021,0,-20
16021,Idaho,Boundary County,41057,Oregon,Tillamook County,7,11,0,48.7669,-116.4628,45.4634,-123.7128,7,520,1602141057,4105716021,0,-7
16027,Idaho,Canyon County,41027,Oregon,Hood River County,15,23,0,43.6249,-116.7093,45.5193,-121.6514,15,521,1602741027,4102716027,13,-2
16027,Idaho,Canyon County,41045,Oregon,Malheur County,1038,229,0,43.6249,-116.7093,43.1935,-117.6231,1038,522,1602741045,4104516027,527,-511
16027,Idaho,Canyon County,41047,Oregon,Marion County,24,29,0,43.6249,-116.7093,44.9032,-122.5846,24,523,1602741047,4104716027,0,-24
16027,Idaho,Canyon County,41059,Oregon,Umatilla County,6,10,0,43.6249,-116.7093,45.5916,-118.7366,6,524,1602741059,4105916027,0,-6
16035,Idaho,Clearwater County,41051,Oregon,Multnomah County,5,8,0,46.6736,-115.6564,45.5465,-122.4147,5,525,1603541051,4105116035,0,-5
16041,Idaho,Franklin County,41005,Oregon,Clackamas County,14,18,0,42.1812,-111.8132,45.1879,-122.2203,14,526,1604141005,4100516041,0,-14
16045,Idaho,Gem County,41045,Oregon,Malheur County,118,83,0,44.0606,-116.3981,43.1935,-117.6231,118,527,1604541045,4104516045,6,-112
16045,Idaho,Gem County,41049,Oregon,Morrow County,11,20,0,44.0606,-116.3981,45.4193,-119.5848,11,528,1604541049,4104916045,0,-11
16049,Idaho,Idaho County,41059,Oregon,Umatilla County,4,6,0,45.8441,-115.4671,45.5916,-118.7366,4,529,1604941059,4105916049,0,-4
16049,Idaho,Idaho County,41063,Oregon,Wallowa County,5,5,0,45.8441,-115.4671,45.5798,-117.1809,5,530,1604941063,4106316049,0,-5
16055,Idaho,Kootenai County,41005,Oregon,Clackamas County,13,22,0,47.6743,-116.7018,45.1879,-122.2203,13,531,1605541005,4100516055,0,-13
16055,Idaho,Kootenai County,41041,Oregon,Lincoln County,29,32,0,47.6743,-116.7018,44.6418,-123.8681,29,532,1605541041,4104116055,0,-29
16055,Idaho,Kootenai County,41051,Oregon,Multnomah County,21,28,0,47.6743,-116.7018,45.5465,-122.4147,21,533,1605541051,4105116055,0,-21
16055,Idaho,Kootenai County,41059,Oregon,Umatilla County,25,43,0,47.6743,-116.7018,45.5916,-118.7366,25,534,1605541059,4105916055,10,-15
16055,Idaho,Kootenai County,41061,Oregon,Union County,11,18,0,47.6743,-116.7018,45.3105,-118.009,11,535,1605541061,4106116055,0,-11
16061,Idaho,Lewis County,41051,Oregon,Multnomah County,3,5,0,46.237,-116.4262,45.5465,-122.4147,3,536,1606141051,4105116061,0,-3
16063,Idaho,Lincoln County,41067,Oregon,Washington County,1,2,0,43.0023,-114.1384,45.5598,-123.0983,1,537,1606341067,4106716063,18,17
16065,Idaho,Madison County,41051,Oregon,Multnomah County,10,16,0,43.7843,-111.6604,45.5465,-122.4147,10,538,1606541051,4105116065,0,-10
16069,Idaho,Nez Perce County,41017,Oregon,Deschutes County,7,11,0,46.327,-116.7499,43.9146,-121.2269,7,539,1606941017,4101716069,0,-7
16069,Idaho,Nez Perce County,41029,Oregon,Jackson County,13,22,0,46.327,-116.7499,42.4321,-122.7283,13,540,1606941029,4102916069,0,-13
16069,Idaho,Nez Perce County,41051,Oregon,Multnomah County,30,25,0,46.327,-116.7499,45.5465,-122.4147,30,541,1606941051,4105116069,0,-30
16069,Idaho,Nez Perce County,41063,Oregon,Wallowa County,6,7,0,46.327,-116.7499,45.5798,-117.1809,6,542,1606941063,4106316069,4,-2
16073,Idaho,Owyhee County,41045,Oregon,Malheur County,20,21,0,42.5814,-116.1699,43.1935,-117.6231,20,543,1607341045,4104516073,33,13
16073,Idaho,Owyhee County,41061,Oregon,Union County,7,11,0,42.5814,-116.1699,45.3105,-118.009,7,544,1607341061,4106116073,0,-7
16075,Idaho,Payette County,41001,Oregon,Baker County,13,21,0,44.0068,-116.7605,44.7091,-117.6755,13,545,1607541001,4100116075,9,-4
16075,Idaho,Payette County,41045,Oregon,Malheur County,3164,409,0,44.0068,-116.7605,43.1935,-117.6231,3164,546,1607541045,4104516075,627,-2537
16079,Idaho,Shoshone County,41051,Oregon,Multnomah County,12,17,0,47.3532,-115.8925,45.5465,-122.4147,12,547,1607941051,4105116079,0,-12
16083,Idaho,Twin Falls County,41063,Oregon,Wallowa County,16,26,0,42.3562,-114.6682,45.5798,-117.1809,16,548,1608341063,4106316083,0,-16
16085,Idaho,Valley County,41045,Oregon,Malheur County,9,13,0,44.7664,-115.5665,43.1935,-117.6231,9,549,1608541045,4104516085,0,-9
16087,Idaho,Washington County,41001,Oregon,Baker County,26,27,0,44.4527,-116.7851,44.7091,-117.6755,26,550,1608741001,4100116087,0,-26
16087,Idaho,Washington County,41045,Oregon,Malheur County,468,133,0,44.4527,-116.7851,43.1935,-117.6231,468,551,1608741045,4104516087,151,-317
41001,Oregon,Baker County,41019,Oregon,Douglas County,5,8,0,44.7091,-117.6755,43.2795,-123.1666,5,552,4100141019,4101941001,0,-5
41001,Oregon,Baker County,41023,Oregon,Grant County,10,13,0,44.7091,-117.6755,44.4913,-119.0073,10,553,4100141023,4102341001,48,38
41001,Oregon,Baker County,41029,Oregon,Jackson County,22,22,0,44.7091,-117.6755,42.4321,-122.7283,22,554,4100141029,4102941001,0,-22
