target,source,flow,target_lat,target_lon,source_lat,source_lon
16027,17089,35.0,43.6249,-116.7093,41.9389,-88.4286
16027,17097,2.0,43.6249,-116.7093,42.3232,-88.0037
16027,17109,-2.0,43.6249,-116.7093,40.4567,-90.6778
16027,17123,-2.0,43.6249,-116.7093,41.0333,-89.3448
16027,17133,-15.0,43.6249,-116.7093,38.2785,-90.1774
16027,17143,-12.0,43.6249,-116.7093,40.7880,-89.7599
16027,17147,-2.0,43.6249,-116.7093,40.0102,-88.5911
16027,18003,-5.0,43.6249,-116.7093,41.0913,-85.0665
16027,18033,-8.0,43.6249,-116.7093,41.3981,-84.9990
16027,18043,-13.0,43.6249,-116.7093,38.3205,-85.9068
16027,18059,23.0,43.6249,-116.7093,39.8230,-85.7733
16027,18157,-10.0,43.6249,-116.7093,40.3887,-86.8941
16027,19103,-31.0,43.6249,-116.7093,41.6716,-91.5868
16027,19113,-13.0,43.6249,-116.7093,42.0792,-91.5981
16027,19125,-23.0,43.6249,-116.7093,41.3345,-93.0993
16027,20043,-3.0,43.6249,-116.7093,39.7880,-95.1468
16027,20079,12.0,43.6249,-116.7093,38.0432,-97.4273
16027,20121,36.0,43.6249,-116.7093,38.5636,-94.8382
16027,20161,54.0,43.6249,-116.7093,39.2963,-96.7350
16027,21195,-45.0,43.6249,-116.7093,37.4691,-82.3954
16027,24027,13.0,43.6249,-116.7093,39.2508,-76.9310
16027,25009,85.0,43.6249,-116.7093,42.6717,-70.9518
16027,25017,-8.0,43.6249,-116.7093,42.4858,-71.3928
16027,26081,-64.0,43.6249,-116.7093,43.0320,-85.5493
16027,27053,-8.0,43.6249,-116.7093,45.0048,-93.4770
16027,27163,-10.0,43.6249,-116.7093,45.0392,-92.8837
16027,28047,-7.0,43.6249,-116.7093,30.5044,-89.1114
16027,28139,-4.0,43.6249,-116.7093,34.7683,-88.9088
16027,29075,-7.0,43.6249,-116.7093,40.2117,-94.4096
16027,29105,27.0,43.6249,-116.7093,37.6587,-92.5904
16027,29169,149.0,43.6249,-116.7093,37.8246,-92.2078
16027,30013,124.0,43.6249,-116.7093,47.3081,-111.3475
16027,30031,-66.0,43.6249,-116.7093,45.5411,-111.1696
16027,30049,-14.0,43.6249,-116.7093,47.1224,-112.3904
16027,30053,0.0,43.6249,-116.7093,48.5424,-115.4053
16027,30063,-5.0,43.6249,-116.7093,47.0364,-113.9235
16027,30089,18.0,43.6249,-116.7093,47.6747,-115.1331
16027,31043,-4.0,43.6249,-116.7093,42.3911,-96.5647
16027,31153,48.0,43.6249,-116.7093,41.1129,-96.1122
16027,32003,-72.0,43.6249,-116.7093,36.2151,-115.0146
16027,32005,-42.0,43.6249,-116.7093,38.9121,-119.6162
16027,32007,23.0,43.6249,-116.7093,41.1460,-115.3579
16027,32013,16.0,43.6249,-116.7093,41.4068,-118.1121
16027,32031,-205.0,43.6249,-116.7093,40.6657,-119.6643
16027,34025,-10.0,43.6249,-116.7093,40.2606,-74.2205
16027,35045,17.0,43.6249,-116.7093,36.5083,-108.3207
16027,35057,-9.0,43.6249,-116.7093,34.6405,-105.8506
16027,37021,-15.0,43.6249,-116.7093,35.6113,-82.5301
16027,37051,-17.0,43.6249,-116.7093,35.0489,-78.8274
16027,37057,-10.0,43.6249,-116.7093,35.7932,-80.2127
16027,37067,-6.0,43.6249,-116.7093,36.1306,-80.2561
16027,37133,-100.0,43.6249,-116.7093,34.7303,-77.4274
16027,37155,7.0,43.6249,-116.7093,34.6402,-79.1036
16027,37183,-105.0,43.6249,-116.7093,35.7904,-78.6507
16027,37191,21.0,43.6249,-116.7093,35.3639,-78.0039
16027,38035,-5.0,43.6249,-116.7093,47.9217,-97.4571
16027,38089,13.0,43.6249,-116.7093,46.8108,-102.6550
16027,39089,36.0,43.6249,-116.7093,40.0917,-82.4829
16027,39093,-18.0,43.6249,-116.7093,41.2956,-82.1511
16027,39133,-33.0,43.6249,-116.7093,41.1679,-81.1974
16027,39135,42.0,43.6249,-116.7093,39.7422,-84.6480
16027,39153,-6.0,43.6249,-116.7093,41.1259,-81.5322
16027,40031,-5.0,43.6249,-116.7093,34.6620,-98.4716
16027,40091,-12.0,43.6249,-116.7093,35.3736,-95.6669
16027,40099,-11.0,43.6249,-116.7093,34.4824,-97.0680
16027,40101,-2.0,43.6249,-116.7093,35.6162,-95.3798
16027,40109,-28.0,43.6249,-116.7093,35.5514,-97.4069
16027,40111,-29.0,43.6249,-116.7093,35.6466,-95.9643
16027,40115,-2.0,43.6249,-116.7093,36.8352,-94.8105
16027,40141,-8.0,43.6249,-116.7093,34.3731,-98.9246
16027,40143,-41.0,43.6249,-116.7093,36.1212,-95.9414
16027,41001,31.0,43.6249,-116.7093,44.7091,-117.6755
16027,41003,28.0,43.6249,-116.7093,44.4917,-123.4285
16027,41005,-47.0,43.6249,-116.7093,45.1879,-122.2203
16027,41007,-12.0,43.6249,-116.7093,45.9948,-123.6562
16027,41011,14.0,43.6249,-116.7093,43.1742,-124.0597
16027,41013,-56.0,43.6249,-116.7093,44.1422,-120.3560
16027,41015,-1.0,43.6249,-116.7093,42.4576,-124.1563
16027,41017,-22.0,43.6249,-116.7093,43.9146,-121.2269
16027,41019,11.0,43.6249,-116.7093,43.2795,-123.1666
16027,41023,7.0,43.6249,-116.7093,44.4913,-119.0073
16027,41027,6.0,43.6249,-116.7093,45.5193,-121.6514
16027,41029,-43.0,43.6249,-116.7093,42.4321,-122.7283
16027,41039,-46.0,43.6249,-116.7093,43.9386,-122.8473
16027,41041,-3.0,43.6249,-116.7093,44.6418,-123.8681
16027,41043,-39.0,43.6249,-116.7093,44.4887,-122.5341
16027,41045,116.0,43.6249,-116.7093,43.1935,-117.6231
16027,41047,-33.0,43.6249,-116.7093,44.9032,-122.5846
16027,41049,-9.0,43.6249,-116.7093,45.4193,-119.5848
16027,41051,176.0,43.6249,-116.7093,45.5465,-122.4147
16027,41053,114.0,43.6249,-116.7093,44.9035,-123.4131
16027,41059,21.0,43.6249,-116.7093,45.5916,-118.7366
16027,41061,-9.0,43.6249,-116.7093,45.3105,-118.0090
16027,41067,-75.0,43.6249,-116.7093,45.5598,-123.0983
16027,41071,4.0,43.6249,-116.7093,45.2326,-123.3078
16027,42029,13.0,43.6249,-116.7093,39.9733,-75.7484
16027,42055,9.0,43.6249,-116.7093,39.9275,-77.7216
16027,45079,-16.0,43.6249,-116.7093,34.0223,-80.9038
16027,46099,-12.0,43.6249,-116.7093,43.6741,-96.7915
16027,47031,-14.0,43.6249,-116.7093,35.4903,-86.0754
16027,47065,15.0,43.6249,-116.7093,35.1813,-85.1644
16027,47113,10.0,43.6249,-116.7093,35.6081,-88.8387
16027,48027,-10.0,43.6249,-116.7093,31.0376,-97.4782
16027,48029,128.0,43.6249,-116.7093,29.4491,-98.5202
16027,48103,-105.0,43.6249,-116.7093,31.4287,-102.5152
16027,48113,10.0,43.6249,-116.7093,32.7667,-96.7779
16027,48157,25.0,43.6249,-116.7093,29.5275,-95.7709
16027,48215,-88.0,43.6249,-116.7093,26.3967,-98.1814
16027,48231,-11.0,43.6249,-116.7093,33.1236,-96.0856
16027,48329,-3.0,43.6249,-116.7093,31.8690,-102.0316
16027,48339,81.0,43.6249,-116.7093,30.3002,-95.5033
16027,48375,2.0,43.6249,-116.7093,35.4013,-101.8940
16027,48453,-116.0,43.6249,-116.7093,30.3347,-97.7817
16027,49005,-5.0,43.6249,-116.7093,41.7226,-111.7435
16027,49011,23.0,43.6249,-116.7093,40.9899,-112.1117
16027,49021,105.0,43.6249,-116.7093,37.8591,-113.2894
16027,49035,269.0,43.6249,-116.7093,40.6669,-111.9238
16027,49037,3.0,43.6249,-116.7093,37.6261,-109.8043
16027,49043,-10.0,43.6249,-116.7093,40.8683,-110.9555
16027,49049,-121.0,43.6249,-116.7093,40.1199,-111.6704
16027,49053,6.0,43.6249,-116.7093,37.2804,-113.5048
16027,49057,-176.0,43.6249,-116.7093,41.2698,-111.9133
16027,50007,143.0,43.6249,-116.7093,44.4611,-73.0810
16027,51059,3.0,43.6249,-116.7093,38.8364,-77.2766
16027,51137,38.0,43.6249,-116.7093,38.2464,-78.0130
16027,51660,-24.0,43.6249,-116.7093,38.4353,-78.8729
16027,51810,-18.0,43.6249,-116.7093,36.7331,-76.0432
16027,53001,-6.0,43.6249,-116.7093,46.9837,-118.5604
16027,53005,-307.0,43.6249,-116.7093,46.2396,-119.5112
16027,53007,1.0,43.6249,-116.7093,47.8692,-120.6189
16027,53011,18.0,43.6249,-116.7093,45.7793,-122.4826
16027,53015,10.0,43.6249,-116.7093,46.1935,-122.6809
16027,53021,9.0,43.6249,-116.7093,46.5350,-118.8986
16027,53025,5.0,43.6249,-116.7093,47.2056,-119.4516
16027,53029,6.0,43.6249,-116.7093,48.1638,-122.5494
16027,53033,-78.0,43.6249,-116.7093,47.4900,-121.8065
16027,53035,116.0,43.6249,-116.7093,47.6134,-122.6734
16027,53041,40.0,43.6249,-116.7093,46.5775,-122.3919
16027,53047,-10.0,43.6249,-116.7093,48.5488,-119.7408
16027,53051,15.0,43.6249,-116.7093,48.5324,-117.2739
16027,53053,-64.0,43.6249,-116.7093,47.0267,-122.1116
16027,53061,162.0,43.6249,-116.7093,48.0476,-121.6979
16027,53063,-39.0,43.6249,-116.7093,47.6207,-117.4040
16027,53065,10.0,43.6249,-116.7093,48.3989,-117.8551
16027,53067,12.0,43.6249,-116.7093,46.9268,-122.8328
16027,53069,2.0,43.6249,-116.7093,46.2923,-123.4246
16027,53071,-19.0,43.6249,-116.7093,46.2297,-118.4786
16027,53075,-8.0,43.6249,-116.7093,46.9013,-117.5230
16027,53077,92.0,43.6249,-116.7093,46.4568,-120.7387
16027,54003,41.0,43.6249,-116.7093,39.4641,-78.0274
16027,54033,-6.0,43.6249,-116.7093,39.2837,-80.3797
16027,54037,-24.0,43.6249,-116.7093,39.3085,-77.8624
16027,55003,-5.0,43.6249,-116.7093,46.3345,-90.6769
16027,55009,-8.0,43.6249,-116.7093,44.4525,-88.0037
16027,55027,-5.0,43.6249,-116.7093,43.4158,-88.7077
16027,55133,-14.0,43.6249,-116.7093,43.0183,-88.3043
16027,56007,-9.0,43.6249,-116.7093,41.6941,-106.9304
16027,56013,11.0,43.6249,-116.7093,43.0406,-108.6304
16027,56021,4.0,43.6249,-116.7093,41.3071,-104.6892
16027,56023,-15.0,43.6249,-116.7093,42.2652,-110.6558
16027,56027,-23.0,43.6249,-116.7093,43.0561,-104.4756
16027,56029,-2.0,43.6249,-116.7093,44.5205,-109.5887
16027,56037,-4.0,43.6249,-116.7093,41.6597,-108.8794
16027,56039,45.0,43.6249,-116.7093,43.9345,-110.5897
16029,4005,1.0,42.7706,-111.5624,35.8387,-111.7705
16029,6029,4.0,42.7706,-111.5624,35.3430,-118.7302
16029,6037,14.0,42.7706,-111.5624,34.3213,-118.2247
16029,6073,8.0,42.7706,-111.5624,33.0339,-116.7354
16029,6099,22.0,42.7706,-111.5624,37.5586,-120.9979
16029,12005,-6.0,42.7706,-111.5624,30.2651,-85.6203
16029,16001,-9.0,42.7706,-111.5624,43.4508,-116.2413
16029,16005,-201.0,42.7706,-111.5624,42.6683,-112.2244
16029,16007,0.0,42.7706,-111.5624,42.2847,-111.3295
16029,16011,-2.0,42.7706,-111.5624,43.2165,-112.3979
16029,16019,18.0,42.7706,-111.5624,43.3880,-111.6148
16029,16021,11.0,42.7706,-111.5624,48.7669,-116.4628
16029,16031,13.0,42.7706,-111.5624,42.2838,-113.6012
16029,16041,13.0,42.7706,-111.5624,42.1812,-111.8132
16029,16047,7.0,42.7706,-111.5624,42.9708,-114.8115
16029,16055,2.0,42.7706,-111.5624,47.6743,-116.7018
16029,16063,-12.0,42.7706,-111.5624,43.0023,-114.1384
16029,16065,9.0,42.7706,-111.5624,43.7843,-111.6604
16029,16075,1.0,42.7706,-111.5624,44.0068,-116.7605
16029,16083,-5.0,42.7706,-111.5624,42.3562,-114.6682
16029,16085,1.0,42.7706,-111.5624,44.7664,-115.5665
16029,20173,5.0,42.7706,-111.5624,37.6845,-97.4608
16029,32007,-5.0,42.7706,-111.5624,41.1460,-115.3579
16029,49003,-5.0,42.7706,-111.5624,41.5210,-113.0821
16029,49005,0.0,42.7706,-111.5624,41.7226,-111.7435
16029,49009,2.0,42.7706,-111.5624,40.8873,-109.5076
16029,49035,-30.0,42.7706,-111.5624,40.6669,-111.9238
16029,53025,2.0,42.7706,-111.5624,47.2056,-119.4516
16029,53027,9.0,42.7706,-111.5624,47.1498,-123.7732
16029,53033,-24.0,42.7706,-111.5624,47.4900,-121.8065
16029,53063,2.0,42.7706,-111.5624,47.6207,-117.4040
16029,56033,2.0,42.7706,-111.5624,44.7907,-106.8800
16031,2130,-5.0,42.2838,-113.6012,55.5867,-130.9370
16031,2164,-3.0,42.2838,-113.6012,58.6364,-156.1893
16031,4005,99.0,42.2838,-113.6012,35.8387,-111.7705
16031,5143,15.0,42.2838,-113.6012,35.9790,-94.2157
16031,6037,-13.0,42.2838,-113.6012,34.3213,-118.2247
16031,6067,-12.0,42.2838,-113.6012,38.4488,-121.3445
16031,6071,30.0,42.2838,-113.6012,34.8416,-116.1786
16031,6111,4.0,42.2838,-113.6012,34.4547,-119.0848
16031,13113,9.0,42.2838,-113.6012,33.4131,-84.4940
16031,16001,23.0,42.2838,-113.6012,43.4508,-116.2413
16031,16005,22.0,42.2838,-113.6012,42.6683,-112.2244
16031,16011,19.0,42.2838,-113.6012,43.2165,-112.3979
16031,16013,2.0,42.2838,-113.6012,43.4115,-113.9797
16031,16017,5.0,42.2838,-113.6012,48.3001,-116.6014
16031,16019,34.0,42.2838,-113.6012,43.3880,-111.6148
16031,16021,-110.0,42.2838,-113.6012,48.7669,-116.4628
16031,16027,-50.0,42.2838,-113.6012,43.6249,-116.7093
16031,16029,-13.0,42.2838,-113.6012,42.7706,-111.5624
16031,16035,-11.0,42.2838,-113.6012,46.6736,-115.6564
16031,16037,30.0,42.2838,-113.6012,44.2414,-114.2816
16031,16043,-10.0,42.2838,-113.6012,44.2290,-111.4821
16031,16045,12.0,42.2838,-113.6012,44.0606,-116.3981
16031,16047,-9.0,42.2838,-113.6012,42.9708,-114.8115
16031,16049,-12.0,42.2838,-113.6012,45.8441,-115.4671
16031,16053,-87.0,42.2838,-113.6012,42.6899,-114.2645
16031,16055,4.0,42.2838,-113.6012,47.6743,-116.7018
16031,16059,13.0,42.2838,-113.6012,44.9436,-113.9336
16031,16063,14.0,42.2838,-113.6012,43.0023,-114.1384
16031,16065,-33.0,42.2838,-113.6012,43.7843,-111.6604
16031,16067,-33.0,42.2838,-113.6012,42.8542,-113.6376
16031,16069,7.0,42.2838,-113.6012,46.3270,-116.7499
16031,16077,80.0,42.2838,-113.6012,42.6932,-112.8399
16031,16083,-63.0,42.2838,-113.6012,42.3562,-114.6682
16031,16085,-95.0,42.2838,-113.6012,44.7664,-115.5665
16031,18097,11.0,42.2838,-113.6012,39.7816,-86.1383
16031,19113,-6.0,42.2838,-113.6012,42.0792,-91.5981
16031,23005,-16.0,42.2838,-113.6012,43.8384,-70.3756
16031,24033,8.0,42.2838,-113.6012,38.8300,-76.8474
16031,26065,-17.0,42.2838,-113.6012,42.5974,-84.3735
16031,26099,1.0,42.2838,-113.6012,42.6958,-82.9326
16031,30017,-4.0,42.2838,-113.6012,46.2527,-105.5718
16031,30035,7.0,42.2838,-113.6012,48.7050,-112.9955
16031,30063,9.0,42.2838,-113.6012,47.0364,-113.9235
16031,31041,9.0,42.2838,-113.6012,41.3942,-99.7261
16031,31157,6.0,42.2838,-113.6012,41.8511,-103.7084
16031,32003,12.0,42.2838,-113.6012,36.2151,-115.0146
16031,36047,-12.0,42.2838,-113.6012,40.6391,-73.9386
16031,37085,6.0,42.2838,-113.6012,35.3688,-78.8698
16031,39063,-35.0,42.2838,-113.6012,41.0018,-83.6663
16031,39091,-7.0,42.2838,-113.6012,40.3884,-83.7653
16031,39151,-12.0,42.2838,-113.6012,40.8138,-81.3657
16031,40145,-12.0,42.2838,-113.6012,35.9614,-95.5212
16031,41001,-77.0,42.2838,-113.6012,44.7091,-117.6755
16031,41007,9.0,42.2838,-113.6012,45.9948,-123.6562
16031,41015,6.0,42.2838,-113.6012,42.4576,-124.1563
16031,41039,15.0,42.2838,-113.6012,43.9386,-122.8473
16031,41045,5.0,42.2838,-113.6012,43.1935,-117.6231
16031,41051,9.0,42.2838,-113.6012,45.5465,-122.4147
16031,41059,-9.0,42.2838,-113.6012,45.5916,-118.7366
16031,41061,-9.0,42.2838,-113.6012,45.3105,-118.0090
16031,41067,7.0,42.2838,-113.6012,45.5598,-123.0983
16031,45003,17.0,42.2838,-113.6012,33.5441,-81.6348
16031,46093,32.0,42.2838,-113.6012,44.5670,-102.7168
16031,47065,24.0,42.2838,-113.6012,35.1813,-85.1644
16031,48215,5.0,42.2838,-113.6012,26.3967,-98.1814
16031,49005,4.0,42.2838,-113.6012,41.7226,-111.7435
16031,49011,9.0,42.2838,-113.6012,40.9899,-112.1117
16031,49021,3.0,42.2838,-113.6012,37.8591,-113.2894
16031,49035,9.0,42.2838,-113.6012,40.6669,-111.9238
16031,49039,-4.0,42.2838,-113.6012,39.3738,-111.5764
16031,49047,-6.0,42.2838,-113.6012,40.1246,-109.5186
16031,49049,-22.0,42.2838,-113.6012,40.1199,-111.6704
16031,49057,35.0,42.2838,-113.6012,41.2698,-111.9133
16031,51013,31.0,42.2838,-113.6012,38.8784,-77.1010
16031,53005,8.0,42.2838,-113.6012,46.2396,-119.5112
16031,53007,126.0,42.2838,-113.6012,47.8692,-120.6189
16031,53033,1.0,42.2838,-113.6012,47.4900,-121.8065
16031,53045,14.0,42.2838,-113.6012,47.3480,-123.1921
16031,53053,5.0,42.2838,-113.6012,47.0267,-122.1116
16031,56001,9.0,42.2838,-113.6012,41.6545,-105.7237
16031,56041,-90.0,42.2838,-113.6012,41.2875,-110.5474
16033,6037,-47.0,44.2841,-112.3519,34.3213,-118.2247
16033,16051,16.0,44.2841,-112.3519,43.8203,-112.3120
16033,16065,-5.0,44.2841,-112.3519,43.7843,-111.6604
16033,16085,5.0,44.2841,-112.3519,44.7664,-115.5665
16033,30001,-39.0,44.2841,-112.3519,45.1330,-112.8990
16033,30031,6.0,44.2841,-112.3519,45.5411,-111.1696
16033,49057,14.0,44.2841,-112.3519,41.2698,-111.9133
16035,2020,16.0,46.6736,-115.6564,61.1504,-149.1125
16035,4013,2.0,46.6736,-115.6564,33.3487,-112.4911
16035,6029,29.0,46.6736,-115.6564,35.3430,-118.7302
16035,6059,17.0,46.6736,-115.6564,33.7031,-117.7609
16035,6071,5.0,46.6736,-115.6564,34.8416,-116.1786
16035,6079,11.0,46.6736,-115.6564,35.3870,-120.4042
16035,8063,6.0,46.6736,-115.6564,39.3051,-102.6023
16035,8101,5.0,46.6736,-115.6564,38.1738,-104.5125
16035,9011,11.0,46.6736,-115.6564,41.4871,-72.1023
16035,15001,3.0,46.6736,-115.6564,19.6012,-155.5212
16035,15003,6.0,46.6736,-115.6564,21.4588,-157.9747
16035,16001,224.0,46.6736,-115.6564,43.4508,-116.2413
16035,16005,-11.0,46.6736,-115.6564,42.6683,-112.2244
16035,16009,19.0,46.6736,-115.6564,47.2169,-116.6588
16035,16013,8.0,46.6736,-115.6564,43.4115,-113.9797
16035,16017,0.0,46.6736,-115.6564,48.3001,-116.6014
16035,16019,3.0,46.6736,-115.6564,43.3880,-111.6148
16035,16021,51.0,46.6736,-115.6564,48.7669,-116.4628
16035,16027,7.0,46.6736,-115.6564,43.6249,-116.7093
16035,16031,11.0,46.6736,-115.6564,42.2838,-113.6012
16035,16043,4.0,46.6736,-115.6564,44.2290,-111.4821
16035,16049,-40.0,46.6736,-115.6564,45.8441,-115.4671
16035,16051,8.0,46.6736,-115.6564,43.8203,-112.3120
16035,16053,-5.0,46.6736,-115.6564,42.6899,-114.2645
16035,16055,-4.0,46.6736,-115.6564,47.6743,-116.7018
16035,16057,-2.0,46.6736,-115.6564,46.8156,-116.7116
16035,16061,-28.0,46.6736,-115.6564,46.2370,-116.4262
16035,16067,-2.0,46.6736,-115.6564,42.8542,-113.6376
16035,16069,-120.0,46.6736,-115.6564,46.3270,-116.7499
16035,16077,3.0,46.6736,-115.6564,42.6932,-112.8399
16035,16083,-22.0,46.6736,-115.6564,42.3562,-114.6682
16035,16085,0.0,46.6736,-115.6564,44.7664,-115.5665
16035,16087,-30.0,46.6736,-115.6564,44.4527,-116.7851
16035,18053,2.0,46.6736,-115.6564,40.5159,-85.6547
16035,20099,2.0,46.6736,-115.6564,37.1913,-95.2977
16035,22033,11.0,46.6736,-115.6564,30.5380,-91.0957
16035,30063,-11.0,46.6736,-115.6564,47.0364,-113.9235
16035,30111,7.0,46.6736,-115.6564,45.9372,-108.2748
16035,32031,3.0,46.6736,-115.6564,40.6657,-119.6643
16035,38025,-19.0,46.6736,-115.6564,47.3566,-102.6183
16035,38105,-13.0,46.6736,-115.6564,48.3435,-103.4801
16035,41005,-10.0,46.6736,-115.6564,45.1879,-122.2203
16035,41007,-10.0,46.6736,-115.6564,45.9948,-123.6562
16035,41017,-6.0,46.6736,-115.6564,43.9146,-121.2269
16035,41019,-5.0,46.6736,-115.6564,43.2795,-123.1666
16035,41051,4.0,46.6736,-115.6564,45.5465,-122.4147
16035,41067,2.0,46.6736,-115.6564,45.5598,-123.0983
16035,41071,7.0,46.6736,-115.6564,45.2326,-123.3078
16035,45003,1.0,46.6736,-115.6564,33.5441,-81.6348
16035,48005,-8.0,46.6736,-115.6564,31.2546,-94.6110
16035,48029,-20.0,46.6736,-115.6564,29.4491,-98.5202
16035,49003,-3.0,46.6736,-115.6564,41.5210,-113.0821
16035,49035,7.0,46.6736,-115.6564,40.6669,-111.9238
16035,49041,-3.0,46.6736,-115.6564,38.7478,-111.8047
16035,53003,14.0,46.6736,-115.6564,46.1918,-117.2027
16035,53005,16.0,46.6736,-115.6564,46.2396,-119.5112
16035,53011,12.0,46.6736,-115.6564,45.7793,-122.4826
16035,53029,23.0,46.6736,-115.6564,48.1638,-122.5494
16035,53033,8.0,46.6736,-115.6564,47.4900,-121.8065
16035,53041,4.0,46.6736,-115.6564,46.5775,-122.3919
16035,53049,4.0,46.6736,-115.6564,46.5553,-123.7047
16035,53053,20.0,46.6736,-115.6564,47.0267,-122.1116
16035,53063,25.0,46.6736,-115.6564,47.6207,-117.4040
16035,56005,-10.0,46.6736,-115.6564,44.2481,-105.5484
16035,56033,4.0,46.6736,-115.6564,44.7907,-106.8800
16037,2020,3.0,44.2414,-114.2816,61.1504,-149.1125
16037,4013,-30.0,44.2414,-114.2816,33.3487,-112.4911
16037,6019,3.0,44.2414,-114.2816,36.7580,-119.6495
16037,6111,3.0,44.2414,-114.2816,34.4547,-119.0848
16037,8013,9.0,44.2414,-114.2816,40.0924,-105.3575
16037,16001,-10.0,44.2414,-114.2816,43.4508,-116.2413
16037,16005,-26.0,44.2414,-114.2816,42.6683,-112.2244
16037,16009,2.0,44.2414,-114.2816,47.2169,-116.6588
16037,16013,10.0,44.2414,-114.2816,43.4115,-113.9797
16037,16019,26.0,44.2414,-114.2816,43.3880,-111.6148
16037,16023,2.0,44.2414,-114.2816,43.7226,-113.1721
16037,16025,9.0,44.2414,-114.2816,43.4631,-114.8061
16037,16027,-29.0,44.2414,-114.2816,43.6249,-116.7093
16037,16031,-30.0,44.2414,-114.2816,42.2838,-113.6012
16037,16045,-44.0,44.2414,-114.2816,44.0606,-116.3981
16037,16049,-12.0,44.2414,-114.2816,45.8441,-115.4671
16037,16053,-11.0,44.2414,-114.2816,42.6899,-114.2645
16037,16055,3.0,44.2414,-114.2816,47.6743,-116.7018
16037,16057,-8.0,44.2414,-114.2816,46.8156,-116.7116
16037,16059,-2.0,44.2414,-114.2816,44.9436,-113.9336
16037,16065,-11.0,44.2414,-114.2816,43.7843,-111.6604
16037,16067,11.0,44.2414,-114.2816,42.8542,-113.6376
16037,16069,-1.0,44.2414,-114.2816,46.3270,-116.7499
16037,16081,11.0,44.2414,-114.2816,43.7599,-111.2078
16037,16083,0.0,44.2414,-114.2816,42.3562,-114.6682
16037,26073,-18.0,44.2414,-114.2816,43.6406,-84.8466
16037,26103,-29.0,44.2414,-114.2816,46.4314,-87.6414
16037,30017,-12.0,44.2414,-114.2816,46.2527,-105.5718
16037,31157,1.0,44.2414,-114.2816,41.8511,-103.7084
16037,32007,8.0,44.2414,-114.2816,41.1460,-115.3579
16037,36047,29.0,44.2414,-114.2816,40.6391,-73.9386
16037,41037,-2.0,44.2414,-114.2816,42.7930,-120.3872
16037,49013,-18.0,44.2414,-114.2816,40.2981,-110.4259
16037,49057,1.0,44.2414,-114.2816,41.2698,-111.9133
16037,53053,17.0,44.2414,-114.2816,47.0267,-122.1116
16039,1003,15.0,43.3538,-115.4695,30.7278,-87.7227
16039,1073,2.0,43.3538,-115.4695,33.5543,-86.8970
16039,1097,13.0,43.3538,-115.4695,30.7791,-88.2066
16039,1115,5.0,43.3538,-115.4695,33.7153,-86.3151
16039,2020,87.0,43.3538,-115.4695,61.1504,-149.1125
16039,2068,14.0,43.3538,-115.4695,63.6736,-150.0093
16039,2090,15.0,43.3538,-115.4695,64.8078,-146.5622
16039,2170,-3.0,43.3538,-115.4695,62.3158,-149.5715
16039,2261,16.0,43.3538,-115.4695,61.5501,-144.5035
16039,4013,-61.0,43.3538,-115.4695,33.3487,-112.4911
16039,4015,5.0,43.3538,-115.4695,35.7046,-113.7582
16039,4019,-22.0,43.3538,-115.4695,32.0975,-111.7895
16039,4025,3.0,43.3538,-115.4695,34.5997,-112.5538
16039,5003,8.0,43.3538,-115.4695,33.1912,-91.7681
16039,5007,6.0,43.3538,-115.4695,36.3387,-94.2563
16039,5033,16.0,43.3538,-115.4695,35.5888,-94.2430
16039,5069,19.0,43.3538,-115.4695,34.2688,-91.9319
16039,5085,6.0,43.3538,-115.4695,34.7544,-91.8879
16039,5139,5.0,43.3538,-115.4695,33.1713,-92.5977
16039,5143,13.0,43.3538,-115.4695,35.9790,-94.2157
16039,6001,10.0,43.3538,-115.4695,37.6464,-121.8886
16039,6019,5.0,43.3538,-115.4695,36.7580,-119.6495
16039,6037,9.0,43.3538,-115.4695,34.3213,-118.2247
16039,6053,5.0,43.3538,-115.4695,36.2171,-121.2387
16039,6067,58.0,43.3538,-115.4695,38.4488,-121.3445
16039,6073,6.0,43.3538,-115.4695,33.0339,-116.7354
16039,6101,-26.0,43.3538,-115.4695,39.0346,-121.6947
16039,6111,13.0,43.3538,-115.4695,34.4547,-119.0848
16039,6115,-22.0,43.3538,-115.4695,39.2692,-121.3510
16039,8031,-10.0,43.3538,-115.4695,39.7611,-104.8763
16039,8069,3.0,43.3538,-115.4695,40.6666,-105.4615
16039,8123,7.0,43.3538,-115.4695,40.5549,-104.3930
16039,10001,-56.0,43.3538,-115.4695,39.0864,-75.5684
16039,10003,5.0,43.3538,-115.4695,39.5815,-75.6479
16039,12001,-24.0,43.3538,-115.4695,29.6751,-82.3580
16039,12033,51.0,43.3538,-115.4695,30.6680,-87.3629
16039,12057,5.0,43.3538,-115.4695,27.9292,-82.3089
16039,12091,-2.0,43.3538,-115.4695,30.6911,-86.5922
16039,12099,5.0,43.3538,-115.4695,26.6474,-80.4650
16039,13211,5.0,43.3538,-115.4695,33.5910,-83.4923
16039,15003,18.0,43.3538,-115.4695,21.4588,-157.9747
16039,16001,166.0,43.3538,-115.4695,43.4508,-116.2413
16039,16005,-18.0,43.3538,-115.4695,42.6683,-112.2244
16039,16009,-6.0,43.3538,-115.4695,47.2169,-116.6588
16039,16011,-26.0,43.3538,-115.4695,43.2165,-112.3979
16039,16013,25.0,43.3538,-115.4695,43.4115,-113.9797
