source,target,flow,source_lat,source_lon,target_lat,target_lon,source_num
53033,41027,-29,47.49,-121.8065,45.5193,-121.6514,41027
53039,41027,-64,45.8735,-120.7888,45.5193,-121.6514,41027
53041,41027,-24,46.5775,-122.3919,45.5193,-121.6514,41027
53059,41027,-80,46.0226,-121.9148,45.5193,-121.6514,41027
53073,41027,-11,48.8256,-121.7206,45.5193,-121.6514,41027
2013,41029,-2,55.36,-161.9652,42.4321,-122.7283,41029
2020,41029,-41,61.1504,-149.1125,42.4321,-122.7283,41029
2105,41029,-3,58.2858,-135.6387,42.4321,-122.7283,41029
2122,41029,-86,60.2538,-151.5612,42.4321,-122.7283,41029
2170,41029,-5,62.3158,-149.5715,42.4321,-122.7283,41029
2185,41029,-10,69.3134,-153.477,42.4321,-122.7283,41029
2220,41029,-4,57.2339,-135.3152,42.4321,-122.7283,41029
2230,41029,-6,59.5583,-135.3375,42.4321,-122.7283,41029
2240,41029,-24,63.8769,-143.2065,42.4321,-122.7283,41029
4003,41029,-4,31.8792,-109.7511,42.4321,-122.7283,41029
4013,41029,-328,33.3487,-112.4911,42.4321,-122.7283,41029
4019,41029,-25,32.0975,-111.7895,42.4321,-122.7283,41029
4021,41029,-15,32.9047,-111.3447,42.4321,-122.7283,41029
4025,41029,-59,34.5997,-112.5538,42.4321,-122.7283,41029
4027,41029,-24,32.7693,-113.9058,42.4321,-122.7283,41029
5143,41029,-11,35.979,-94.2157,42.4321,-122.7283,41029
6001,41029,-56,37.6464,-121.8886,42.4321,-122.7283,41029
6007,41029,-13,39.6668,-121.601,42.4321,-122.7283,41029
6013,41029,-16,37.9193,-121.9281,42.4321,-122.7283,41029
6019,41029,-32,36.758,-119.6495,42.4321,-122.7283,41029
6023,41029,-43,40.6993,-123.8756,42.4321,-122.7283,41029
6025,41029,-64,33.0394,-115.3657,42.4321,-122.7283,41029
6029,41029,-7,35.343,-118.7302,42.4321,-122.7283,41029
6031,41029,-46,36.0752,-119.8152,42.4321,-122.7283,41029
6035,41029,-3,40.6734,-120.5947,42.4321,-122.7283,41029
6037,41029,-210,34.3213,-118.2247,42.4321,-122.7283,41029
6039,41029,-6,37.2182,-119.7625,42.4321,-122.7283,41029
6041,41029,-87,38.0735,-122.7234,42.4321,-122.7283,41029
6047,41029,-3,37.1919,-120.7178,42.4321,-122.7283,41029
6049,41029,-21,41.5897,-120.7251,42.4321,-122.7283,41029
6053,41029,-66,36.2171,-121.2387,42.4321,-122.7283,41029
6055,41029,-18,38.5065,-122.3306,42.4321,-122.7283,41029
6059,41029,-31,33.7031,-117.7609,42.4321,-122.7283,41029
6065,41029,-143,33.7433,-115.994,42.4321,-122.7283,41029
6067,41029,-202,38.4488,-121.3445,42.4321,-122.7283,41029
6069,41029,-14,36.6056,-121.0752,42.4321,-122.7283,41029
6071,41029,-198,34.8416,-116.1786,42.4321,-122.7283,41029
6073,41029,-215,33.0339,-116.7354,42.4321,-122.7283,41029
6075,41029,-133,37.7567,-122.4397,42.4321,-122.7283,41029
6077,41029,-16,37.9345,-121.271,42.4321,-122.7283,41029
6079,41029,-226,35.387,-120.4042,42.4321,-122.7283,41029
6083,41029,-13,34.6714,-120.0151,42.4321,-122.7283,41029
6085,41029,-136,37.2318,-121.6952,42.4321,-122.7283,41029
6087,41029,-1,37.0562,-122.0018,42.4321,-122.7283,41029
6089,41029,-72,40.7639,-122.041,42.4321,-122.7283,41029
6093,41029,-58,41.5927,-122.5405,42.4321,-122.7283,41029
6097,41029,-26,38.5285,-122.8874,42.4321,-122.7283,41029
6099,41029,-30,37.5586,-120.9979,42.4321,-122.7283,41029
6103,41029,-13,40.1256,-122.2339,42.4321,-122.7283,41029
6109,41029,-118,38.0275,-119.9549,42.4321,-122.7283,41029
6113,41029,-27,38.6865,-121.9015,42.4321,-122.7283,41029
6115,41029,-14,39.2692,-121.351,42.4321,-122.7283,41029
8005,41029,-135,39.6499,-104.3386,42.4321,-122.7283,41029
8007,41029,-23,37.1937,-107.0482,42.4321,-122.7283,41029
8059,41029,-38,39.5865,-105.2505,42.4321,-122.7283,41029
8067,41029,-36,37.2865,-107.8433,42.4321,-122.7283,41029
8069,41029,-17,40.6666,-105.4615,42.4321,-122.7283,41029
8117,41029,-9,39.6342,-106.1163,42.4321,-122.7283,41029
8123,41029,-18,40.5549,-104.393,42.4321,-122.7283,41029
9003,41029,-11,41.8062,-72.7327,42.4321,-122.7283,41029
12085,41029,-4,27.0774,-80.4313,42.4321,-122.7283,41029
12095,41029,-16,28.5141,-81.3231,42.4321,-122.7283,41029
13013,41029,-1,33.9927,-83.7129,42.4321,-122.7283,41029
13021,41029,-15,32.8067,-83.6966,42.4321,-122.7283,41029
13179,41029,-8,31.8278,-81.4946,42.4321,-122.7283,41029
15001,41029,-18,19.6012,-155.5212,42.4321,-122.7283,41029
15003,41029,-31,21.4588,-157.9747,42.4321,-122.7283,41029
16001,41029,-28,43.4508,-116.2413,42.4321,-122.7283,41029
16013,41029,-13,43.4115,-113.9797,42.4321,-122.7283,41029
16027,41029,-6,43.6249,-116.7093,42.4321,-122.7283,41029
16049,41029,-1,45.8441,-115.4671,42.4321,-122.7283,41029
16055,41029,-108,47.6743,-116.7018,42.4321,-122.7283,41029
16059,41029,-5,44.9436,-113.9336,42.4321,-122.7283,41029
16081,41029,-10,43.7599,-111.2078,42.4321,-122.7283,41029
16083,41029,-1,42.3562,-114.6682,42.4321,-122.7283,41029
17089,41029,-12,41.9389,-88.4286,42.4321,-122.7283,41029
17097,41029,-8,42.3232,-88.0037,42.4321,-122.7283,41029
17099,41029,-141,41.3441,-88.8862,42.4321,-122.7283,41029
18167,41029,-15,39.4307,-87.3897,42.4321,-122.7283,41029
19021,41029,-3,42.7355,-95.151,42.4321,-122.7283,41029
19053,41029,-10,40.7372,-93.7864,42.4321,-122.7283,41029
19113,41029,-23,42.0792,-91.5981,42.4321,-122.7283,41029
20041,41029,-32,38.8662,-97.1527,42.4321,-122.7283,41029
20091,41029,-8,38.8837,-94.8226,42.4321,-122.7283,41029
21067,41029,-16,38.0429,-84.459,42.4321,-122.7283,41029
21111,41029,-40,38.1883,-85.6577,42.4321,-122.7283,41029
22103,41029,-9,30.4099,-89.9574,42.4321,-122.7283,41029
23005,41029,-49,43.8384,-70.3756,42.4321,-122.7283,41029
25015,41029,-4,42.3403,-72.6639,42.4321,-122.7283,41029
26059,41029,-8,41.8877,-84.5931,42.4321,-122.7283,41029
27007,41029,-4,47.9739,-94.9368,42.4321,-122.7283,41029
27031,41029,-10,47.903,-90.5315,42.4321,-122.7283,41029
27037,41029,-11,44.6724,-93.0655,42.4321,-122.7283,41029
27095,41029,-7,45.9378,-93.6299,42.4321,-122.7283,41029
27097,41029,-3,46.0121,-94.2669,42.4321,-122.7283,41029
27163,41029,-11,45.0392,-92.8837,42.4321,-122.7283,41029
28047,41029,-75,30.5044,-89.1114,42.4321,-122.7283,41029
29095,41029,-40,39.0085,-94.346,42.4321,-122.7283,41029
29097,41029,-117,37.2035,-94.3405,42.4321,-122.7283,41029
30063,41029,-10,47.0364,-113.9235,42.4321,-122.7283,41029
30093,41029,-11,45.9025,-112.6566,42.4321,-122.7283,41029
31153,41029,-2,41.1129,-96.1122,42.4321,-122.7283,41029
32001,41029,-11,39.5814,-118.3363,42.4321,-122.7283,41029
32003,41029,-187,36.2151,-115.0146,42.4321,-122.7283,41029
32005,41029,-114,38.9121,-119.6162,42.4321,-122.7283,41029
32007,41029,-11,41.146,-115.3579,42.4321,-122.7283,41029
32013,41029,-22,41.4068,-118.1121,42.4321,-122.7283,41029
32031,41029,-105,40.6657,-119.6643,42.4321,-122.7283,41029
32510,41029,-1,39.1511,-119.7473,42.4321,-122.7283,41029
35001,41029,-106,35.0513,-106.6705,42.4321,-122.7283,41029
35059,41029,-14,36.4816,-103.4711,42.4321,-122.7283,41029
36021,41029,-7,42.2502,-73.6319,42.4321,-122.7283,41029
36023,41029,-4,42.5954,-76.0705,42.4321,-122.7283,41029
37085,41029,-16,35.3688,-78.8698,42.4321,-122.7283,41029
37105,41029,-70,35.4751,-79.1716,42.4321,-122.7283,41029
38003,41029,-2,46.9359,-98.0717,42.4321,-122.7283,41029
39025,41029,-10,39.0474,-84.1519,42.4321,-122.7283,41029
39041,41029,-55,40.2784,-83.0045,42.4321,-122.7283,41029
39057,41029,-20,39.6914,-83.8894,42.4321,-122.7283,41029
39061,41029,-17,39.1956,-84.5431,42.4321,-122.7283,41029
39167,41029,-17,39.4556,-81.4955,42.4321,-122.7283,41029
40143,41029,-8,36.1212,-95.9414,42.4321,-122.7283,41029
40145,41029,-23,35.9614,-95.5212,42.4321,-122.7283,41029
41001,41029,-39,44.7091,-117.6755,42.4321,-122.7283,41029
41003,41029,-150,44.4917,-123.4285,42.4321,-122.7283,41029
41005,41029,-123,45.1879,-122.2203,42.4321,-122.7283,41029
41007,41029,-34,45.9948,-123.6562,42.4321,-122.7283,41029
41009,41029,-9,45.9437,-123.0891,42.4321,-122.7283,41029
41011,41029,-237,43.1742,-124.0597,42.4321,-122.7283,41029
41015,41029,-36,42.4576,-124.1563,42.4321,-122.7283,41029
41017,41029,-292,43.9146,-121.2269,42.4321,-122.7283,41029
41019,41029,-300,43.2795,-123.1666,42.4321,-122.7283,41029
41023,41029,-10,44.4913,-119.0073,42.4321,-122.7283,41029
41025,41029,-3,43.0641,-118.9678,42.4321,-122.7283,41029
41031,41029,-57,44.6294,-121.1764,42.4321,-122.7283,41029
41033,41029,-609,42.3652,-123.5556,42.4321,-122.7283,41029
41035,41029,-261,42.6863,-121.65,42.4321,-122.7283,41029
41037,41029,-19,42.793,-120.3872,42.4321,-122.7283,41029
41039,41029,-583,43.9386,-122.8473,42.4321,-122.7283,41029
41041,41029,-46,44.6418,-123.8681,42.4321,-122.7283,41029
41043,41029,-108,44.4887,-122.5341,42.4321,-122.7283,41029
41045,41029,-18,43.1935,-117.6231,42.4321,-122.7283,41029
41047,41029,-668,44.9032,-122.5846,42.4321,-122.7283,41029
41051,41029,-640,45.5465,-122.4147,42.4321,-122.7283,41029
41053,41029,-240,44.9035,-123.4131,42.4321,-122.7283,41029
41055,41029,-2,45.4052,-120.6894,42.4321,-122.7283,41029
41057,41029,-33,45.4634,-123.7128,42.4321,-122.7283,41029
41059,41029,-17,45.5916,-118.7366,42.4321,-122.7283,41029
41061,41029,-13,45.3105,-118.009,42.4321,-122.7283,41029
41065,41029,-8,45.1602,-121.1676,42.4321,-122.7283,41029
41067,41029,-544,45.5598,-123.0983,42.4321,-122.7283,41029
41071,41029,-38,45.2326,-123.3078,42.4321,-122.7283,41029
42079,41029,-12,41.1774,-75.9888,42.4321,-122.7283,41029
45015,41029,-9,33.1976,-79.9509,42.4321,-122.7283,41029
45019,41029,-13,32.8342,-79.9523,42.4321,-122.7283,41029
47125,41029,-20,36.4965,-87.3825,42.4321,-122.7283,41029
47187,41029,-8,35.8941,-86.8983,42.4321,-122.7283,41029
48029,41029,-51,29.4491,-98.5202,42.4321,-122.7283,41029
48041,41029,-98,30.6607,-96.3021,42.4321,-122.7283,41029
48043,41029,-4,29.8117,-103.2523,42.4321,-122.7283,41029
48113,41029,-47,32.7667,-96.7779,42.4321,-122.7283,41029
48201,41029,-139,29.8575,-95.393,42.4321,-122.7283,41029
48243,41029,-4,30.715,-104.1396,42.4321,-122.7283,41029
48329,41029,-77,31.869,-102.0316,42.4321,-122.7283,41029
48485,41029,-22,33.9881,-98.7036,42.4321,-122.7283,41029
49035,41029,-61,40.6669,-111.9238,42.4321,-122.7283,41029
49049,41029,-36,40.1199,-111.6704,42.4321,-122.7283,41029
50007,41029,-2,44.4611,-73.081,42.4321,-122.7283,41029
50023,41029,-4,44.2731,-72.615,42.4321,-122.7283,41029
53011,41029,-64,45.7793,-122.4826,42.4321,-122.7283,41029
53019,41029,-1,48.4704,-118.5165,42.4321,-122.7283,41029
53031,41029,-27,47.749,-123.5939,42.4321,-122.7283,41029
53033,41029,-162,47.49,-121.8065,42.4321,-122.7283,41029
53035,41029,-39,47.6134,-122.6734,42.4321,-122.7283,41029
53045,41029,-45,47.348,-123.1921,42.4321,-122.7283,41029
53053,41029,-26,47.0267,-122.1116,42.4321,-122.7283,41029
53055,41029,-4,48.5786,-122.9535,42.4321,-122.7283,41029
53061,41029,-106,48.0476,-121.6979,42.4321,-122.7283,41029
53063,41029,-11,47.6207,-117.404,42.4321,-122.7283,41029
53075,41029,-15,46.9013,-117.523,42.4321,-122.7283,41029
55025,41029,-9,43.0674,-89.4177,42.4321,-122.7283,41029
55081,41029,-2,43.9458,-90.6182,42.4321,-122.7283,41029
55087,41029,-5,44.4158,-88.4657,42.4321,-122.7283,41029
55111,41029,-8,43.4265,-89.948,42.4321,-122.7283,41029
56001,41029,-32,41.6545,-105.7237,42.4321,-122.7283,41029
56037,41029,-108,41.6597,-108.8794,42.4321,-122.7283,41029
4013,41031,-127,33.3487,-112.4911,44.6294,-121.1764,41031
6105,41031,-7,40.6506,-123.1129,44.6294,-121.1764,41031
13089,41031,-9,33.7715,-84.2267,44.6294,-121.1764,41031
16083,41031,-6,42.3562,-114.6682,44.6294,-121.1764,41031
18157,41031,-21,40.3887,-86.8941,44.6294,-121.1764,41031
20041,41031,-18,38.8662,-97.1527,44.6294,-121.1764,41031
20089,41031,-14,39.7847,-98.2182,44.6294,-121.1764,41031
26061,41031,-20,46.898,-88.6874,44.6294,-121.1764,41031
27163,41031,-4,45.0392,-92.8837,44.6294,-121.1764,41031
38015,41031,-17,46.9773,-100.4688,44.6294,-121.1764,41031
38089,41031,-2,46.8108,-102.655,44.6294,-121.1764,41031
38093,41031,-12,46.9793,-98.9589,44.6294,-121.1764,41031
41001,41031,-102,44.7091,-117.6755,44.6294,-121.1764,41031
41005,41031,-93,45.1879,-122.2203,44.6294,-121.1764,41031
41007,41031,-19,45.9948,-123.6562,44.6294,-121.1764,41031
41013,41031,-132,44.1422,-120.356,44.6294,-121.1764,41031
41017,41031,-344,43.9146,-121.2269,44.6294,-121.1764,41031
41019,41031,-7,43.2795,-123.1666,44.6294,-121.1764,41031
41025,41031,-8,43.0641,-118.9678,44.6294,-121.1764,41031
41033,41031,-77,42.3652,-123.5556,44.6294,-121.1764,41031
41037,41031,-16,42.793,-120.3872,44.6294,-121.1764,41031
41039,41031,-14,43.9386,-122.8473,44.6294,-121.1764,41031
41043,41031,-17,44.4887,-122.5341,44.6294,-121.1764,41031
41045,41031,-25,43.1935,-117.6231,44.6294,-121.1764,41031
41047,41031,-282,44.9032,-122.5846,44.6294,-121.1764,41031
41051,41031,-31,45.5465,-122.4147,44.6294,-121.1764,41031
41053,41031,-3,44.9035,-123.4131,44.6294,-121.1764,41031
41059,41031,-26,45.5916,-118.7366,44.6294,-121.1764,41031
41061,41031,-44,45.3105,-118.009,44.6294,-121.1764,41031
41065,41031,-22,45.1602,-121.1676,44.6294,-121.1764,41031
41067,41031,-54,45.5598,-123.0983,44.6294,-121.1764,41031
41069,41031,-7,44.7262,-120.0277,44.6294,-121.1764,41031
41071,41031,-25,45.2326,-123.3078,44.6294,-121.1764,41031
53009,41031,-76,48.0491,-123.9274,44.6294,-121.1764,41031
53033,41031,-17,47.49,-121.8065,44.6294,-121.1764,41031
53053,41031,-114,47.0267,-122.1116,44.6294,-121.1764,41031
53063,41031,-12,47.6207,-117.404,44.6294,-121.1764,41031
53071,41031,-6,46.2297,-118.4786,44.6294,-121.1764,41031
53077,41031,-4,46.4568,-120.7387,44.6294,-121.1764,41031
2016,41033,-2,,,42.3652,-123.5556,41033
2020,41033,-71,61.1504,-149.1125,42.3652,-123.5556,41033
2130,41033,-3,55.5867,-130.937,42.3652,-123.5556,41033
2282,41033,-2,59.8883,-140.3496,42.3652,-123.5556,41033
4013,41033,-43,33.3487,-112.4911,42.3652,-123.5556,41033
4019,41033,-71,32.0975,-111.7895,42.3652,-123.5556,41033
4021,41033,-11,32.9047,-111.3447,42.3652,-123.5556,41033
4025,41033,-30,34.5997,-112.5538,42.3652,-123.5556,41033
5015,41033,-5,36.3411,-93.5387,42.3652,-123.5556,41033
6007,41033,-9,39.6668,-121.601,42.3652,-123.5556,41033
6013,41033,-9,37.9193,-121.9281,42.3652,-123.5556,41033
6015,41033,-18,41.7432,-123.8972,42.3652,-123.5556,41033
6019,41033,-289,36.758,-119.6495,42.3652,-123.5556,41033
6021,41033,-4,39.5981,-122.3922,42.3652,-123.5556,41033
6023,41033,-10,40.6993,-123.8756,42.3652,-123.5556,41033
6029,41033,-1,35.343,-118.7302,42.3652,-123.5556,41033
6033,41033,-7,39.0997,-122.7532,42.3652,-123.5556,41033
6037,41033,-28,34.3213,-118.2247,42.3652,-123.5556,41033
6047,41033,-29,37.1919,-120.7178,42.3652,-123.5556,41033
6053,41033,-18,36.2171,-121.2387,42.3652,-123.5556,41033
6059,41033,-49,33.7031,-117.7609,42.3652,-123.5556,41033
6061,41033,-13,39.0635,-120.7178,42.3652,-123.5556,41033
6063,41033,-18,40.0042,-120.8383,42.3652,-123.5556,41033
6065,41033,-30,33.7433,-115.994,42.3652,-123.5556,41033
6071,41033,-24,34.8416,-116.1786,42.3652,-123.5556,41033
6073,41033,-38,33.0339,-116.7354,42.3652,-123.5556,41033
6075,41033,-9,37.7567,-122.4397,42.3652,-123.5556,41033
6077,41033,-6,37.9345,-121.271,42.3652,-123.5556,41033
6085,41033,-59,37.2318,-121.6952,42.3652,-123.5556,41033
6089,41033,-45,40.7639,-122.041,42.3652,-123.5556,41033
6093,41033,-15,41.5927,-122.5405,42.3652,-123.5556,41033
6097,41033,-20,38.5285,-122.8874,42.3652,-123.5556,41033
6111,41033,-11,34.4547,-119.0848,42.3652,-123.5556,41033
8031,41033,-15,39.7611,-104.8763,42.3652,-123.5556,41033
13087,41033,-16,30.8781,-84.5796,42.3652,-123.5556,41033
16001,41033,-14,43.4508,-116.2413,42.3652,-123.5556,41033
16051,41033,-59,43.8203,-112.312,42.3652,-123.5556,41033
16077,41033,-1,42.6932,-112.8399,42.3652,-123.5556,41033
17119,41033,-7,38.8302,-89.9051,42.3652,-123.5556,41033
17131,41033,-3,41.2054,-90.7411,42.3652,-123.5556,41033
20077,41033,-12,37.1917,-98.0758,42.3652,-123.5556,41033
21047,41033,-14,36.8939,-87.4903,42.3652,-123.5556,41033
21093,41033,-9,37.6985,-85.9636,42.3652,-123.5556,41033
26017,41033,-12,43.7072,-83.9901,42.3652,-123.5556,41033
26081,41033,-27,43.032,-85.5493,42.3652,-123.5556,41033
28047,41033,-10,30.5044,-89.1114,42.3652,-123.5556,41033
29141,41033,-10,38.4235,-92.886,42.3652,-123.5556,41033
30031,41033,-6,45.5411,-111.1696,42.3652,-123.5556,41033
30041,41033,-8,48.6281,-110.1085,42.3652,-123.5556,41033
30081,41033,-3,46.0819,-114.1203,42.3652,-123.5556,41033
32003,41033,-28,36.2151,-115.0146,42.3652,-123.5556,41033
32031,41033,-70,40.6657,-119.6643,42.3652,-123.5556,41033
34027,41033,-25,40.8618,-74.5445,42.3652,-123.5556,41033
36003,41033,-2,42.2573,-78.0273,42.3652,-123.5556,41033
36095,41033,-15,42.5881,-74.442,42.3652,-123.5556,41033
36103,41033,-44,40.8702,-72.8442,42.3652,-123.5556,41033
37051,41033,-27,35.0489,-78.8274,42.3652,-123.5556,41033
37087,41033,-5,35.5558,-82.9821,42.3652,-123.5556,41033
41001,41033,-29,44.7091,-117.6755,42.3652,-123.5556,41033
41003,41033,-54,44.4917,-123.4285,42.3652,-123.5556,41033
41005,41033,-7,45.1879,-122.2203,42.3652,-123.5556,41033
41009,41033,-7,45.9437,-123.0891,42.3652,-123.5556,41033
41011,41033,-48,43.1742,-124.0597,42.3652,-123.5556,41033
41015,41033,-14,42.4576,-124.1563,42.3652,-123.5556,41033
41017,41033,-22,43.9146,-121.2269,42.3652,-123.5556,41033
41019,41033,-35,43.2795,-123.1666,42.3652,-123.5556,41033
41027,41033,-16,45.5193,-121.6514,42.3652,-123.5556,41033
41029,41033,"-1,321",42.4321,-122.7283,42.3652,-123.5556,41033
41031,41033,-3,44.6294,-121.1764,42.3652,-123.5556,41033
41035,41033,-108,42.6863,-121.65,42.3652,-123.5556,41033
41037,41033,-7,42.793,-120.3872,42.3652,-123.5556,41033
41039,41033,-302,43.9386,-122.8473,42.3652,-123.5556,41033
41041,41033,-80,44.6418,-123.8681,42.3652,-123.5556,41033
41043,41033,-11,44.4887,-122.5341,42.3652,-123.5556,41033
41047,41033,-58,44.9032,-122.5846,42.3652,-123.5556,41033
41049,41033,-5,45.4193,-119.5848,42.3652,-123.5556,41033
41051,41033,-173,45.5465,-122.4147,42.3652,-123.5556,41033
41057,41033,-25,45.4634,-123.7128,42.3652,-123.5556,41033
41059,41033,-35,45.5916,-118.7366,42.3652,-123.5556,41033
41061,41033,-7,45.3105,-118.009,42.3652,-123.5556,41033
41065,41033,-14,45.1602,-121.1676,42.3652,-123.5556,41033
41067,41033,-115,45.5598,-123.0983,42.3652,-123.5556,41033
41071,41033,-52,45.2326,-123.3078,42.3652,-123.5556,41033
42095,41033,-12,40.7545,-75.3075,42.3652,-123.5556,41033
45079,41033,-5,34.0223,-80.9038,42.3652,-123.5556,41033
46031,41033,-3,45.7085,-101.1968,42.3652,-123.5556,41033
47125,41033,-13,36.4965,-87.3825,42.3652,-123.5556,41033
48143,41033,-18,32.2361,-98.2177,42.3652,-123.5556,41033
48245,41033,-107,29.8834,-94.163,42.3652,-123.5556,41033
49053,41033,-6,37.2804,-113.5048,42.3652,-123.5556,41033
50001,41033,-5,44.0308,-73.1404,42.3652,-123.5556,41033
50019,41033,-2,44.829,-72.2436,42.3652,-123.5556,41033
50025,41033,-3,42.9905,-72.7138,42.3652,-123.5556,41033
51179,41033,-38,38.4208,-77.4579,42.3652,-123.5556,41033
53011,41033,-108,45.7793,-122.4826,42.3652,-123.5556,41033
53015,41033,-118,46.1935,-122.6809,42.3652,-123.5556,41033
53029,41033,-13,48.1638,-122.5494,42.3652,-123.5556,41033
53033,41033,-55,47.49,-121.8065,42.3652,-123.5556,41033
53061,41033,-21,48.0476,-121.6979,42.3652,-123.5556,41033
53067,41033,-6,46.9268,-122.8328,42.3652,-123.5556,41033
53075,41033,-8,46.9013,-117.523,42.3652,-123.5556,41033
54019,41033,-13,38.029,-81.0807,42.3652,-123.5556,41033
2130,41035,-5,55.5867,-130.937,42.6863,-121.65,41035
2275,41035,-3,56.3254,-132.031,42.6863,-121.65,41035
4011,41035,-17,33.2154,-109.2402,42.6863,-121.65,41035
4013,41035,-264,33.3487,-112.4911,42.6863,-121.65,41035
4015,41035,-15,35.7046,-113.7582,42.6863,-121.65,41035
4027,41035,-4,32.7693,-113.9058,42.6863,-121.65,41035
6007,41035,-26,39.6668,-121.601,42.6863,-121.65,41035
6013,41035,-18,37.9193,-121.9281,42.6863,-121.65,41035
6023,41035,-14,40.6993,-123.8756,42.6863,-121.65,41035
6035,41035,-11,40.6734,-120.5947,42.6863,-121.65,41035
6037,41035,-22,34.3213,-118.2247,42.6863,-121.65,41035
6049,41035,-10,41.5897,-120.7251,42.6863,-121.65,41035
6055,41035,-16,38.5065,-122.3306,42.6863,-121.65,41035
6061,41035,-10,39.0635,-120.7178,42.6863,-121.65,41035
6065,41035,-18,33.7433,-115.994,42.6863,-121.65,41035
6067,41035,-41,38.4488,-121.3445,42.6863,-121.65,41035
6071,41035,-57,34.8416,-116.1786,42.6863,-121.65,41035
6073,41035,-26,33.0339,-116.7354,42.6863,-121.65,41035
6083,41035,-33,34.6714,-120.0151,42.6863,-121.65,41035
6085,41035,-17,37.2318,-121.6952,42.6863,-121.65,41035
6089,41035,-223,40.7639,-122.041,42.6863,-121.65,41035
6093,41035,-85,41.5927,-122.5405,42.6863,-121.65,41035
6095,41035,-30,38.2703,-121.9331,42.6863,-121.65,41035
8005,41035,-31,39.6499,-104.3386,42.6863,-121.65,41035
8081,41035,-2,40.6186,-108.2076,42.6863,-121.65,41035
8101,41035,-11,38.1738,-104.5125,42.6863,-121.65,41035
12009,41035,-54,28.2932,-80.7322,42.6863,-121.65,41035
12033,41035,-9,30.668,-87.3629,42.6863,-121.65,41035
12087,41035,-3,25.2728,-81.1201,42.6863,-121.65,41035
16039,41035,-15,43.3538,-115.4695,42.6863,-121.65,41035
16057,41035,-93,46.8156,-116.7116,42.6863,-121.65,41035
16073,41035,-4,42.5814,-116.1699,42.6863,-121.65,41035
19109,41035,-6,43.2041,-94.2069,42.6863,-121.65,41035
21117,41035,-64,38.9337,-84.5331,42.6863,-121.65,41035
21209,41035,-8,38.2916,-84.5835,42.6863,-121.65,41035
28047,41035,-8,30.5044,-89.1114,42.6863,-121.65,41035
30111,41035,-14,45.9372,-108.2748,42.6863,-121.65,41035
32001,41035,-51,39.5814,-118.3363,42.6863,-121.65,41035
35001,41035,-7,35.0513,-106.6705,42.6863,-121.65,41035
35045,41035,-14,36.5083,-108.3207,42.6863,-121.65,41035
36063,41035,-14,43.2,-78.7454,42.6863,-121.65,41035
37119,41035,-20,35.2465,-80.8325,42.6863,-121.65,41035
39147,41035,-10,41.1238,-83.1276,42.6863,-121.65,41035
41001,41035,-67,44.7091,-117.6755,42.6863,-121.65,41035
41003,41035,-231,44.4917,-123.4285,42.6863,-121.65,41035
41005,41035,-37,45.1879,-122.2203,42.6863,-121.65,41035
41009,41035,-33,45.9437,-123.0891,42.6863,-121.65,41035
41011,41035,-95,43.1742,-124.0597,42.6863,-121.65,41035
41015,41035,-20,42.4576,-124.1563,42.6863,-121.65,41035
41017,41035,-57,43.9146,-121.2269,42.6863,-121.65,41035
41019,41035,-8,43.2795,-123.1666,42.6863,-121.65,41035
41023,41035,-24,44.4913,-119.0073,42.6863,-121.65,41035
41025,41035,-12,43.0641,-118.9678,42.6863,-121.65,41035
41029,41035,-488,42.4321,-122.7283,42.6863,-121.65,41035
41031,41035,-24,44.6294,-121.1764,42.6863,-121.65,41035
41033,41035,-6,42.3652,-123.5556,42.6863,-121.65,41035
41037,41035,-38,42.793,-120.3872,42.6863,-121.65,41035
41039,41035,-306,43.9386,-122.8473,42.6863,-121.65,41035
41041,41035,-54,44.6418,-123.8681,42.6863,-121.65,41035
41043,41035,-89,44.4887,-122.5341,42.6863,-121.65,41035
41045,41035,-62,43.1935,-117.6231,42.6863,-121.65,41035
41047,41035,-176,44.9032,-122.5846,42.6863,-121.65,41035
41051,41035,-152,45.5465,-122.4147,42.6863,-121.65,41035
41053,41035,-14,44.9035,-123.4131,42.6863,-121.65,41035
41055,41035,-8,45.4052,-120.6894,42.6863,-121.65,41035
41059,41035,-89,45.5916,-118.7366,42.6863,-121.65,41035
41061,41035,-14,45.3105,-118.009,42.6863,-121.65,41035
41063,41035,-1,45.5798,-117.1809,42.6863,-121.65,41035
41065,41035,-4,45.1602,-121.1676,42.6863,-121.65,41035
41067,41035,-140,45.5598,-123.0983,42.6863,-121.65,41035
45079,41035,-5,34.0223,-80.9038,42.6863,-121.65,41035
48485,41035,-163,33.9881,-98.7036,42.6863,-121.65,41035
49005,41035,-17,41.7226,-111.7435,42.6863,-121.65,41035
49019,41035,-23,38.9819,-109.5698,42.6863,-121.65,41035
49035,41035,-17,40.6669,-111.9238,42.6863,-121.65,41035
49049,41035,-9,40.1199,-111.6704,42.6863,-121.65,41035
53011,41035,-62,45.7793,-122.4826,42.6863,-121.65,41035
53029,41035,-54,48.1638,-122.5494,42.6863,-121.65,41035
53053,41035,-69,47.0267,-122.1116,42.6863,-121.65,41035
53061,41035,-4,48.0476,-121.6979,42.6863,-121.65,41035
54049,41035,-3,39.5101,-80.2432,42.6863,-121.65,41035
55125,41035,-1,46.0528,-89.5151,42.6863,-121.65,41035
55133,41035,-13,43.0183,-88.3043,42.6863,-121.65,41035
