target,source,flow,source_lat,source_lon,target_lat,target_lon
16065,30099,10,47.8367,-112.2396,43.7843,-111.6604
53007,30099,14,47.8367,-112.2396,47.8692,-120.6189
41047,30101,35,48.6556,-111.6965,44.9032,-122.5846
53033,30101,6,48.6556,-111.6965,47.49,-121.8065
53073,30101,6,48.6556,-111.6965,48.8256,-121.7206
16079,30105,2,48.3652,-106.6675,47.3532,-115.8925
53063,30105,23,48.3652,-106.6675,47.6207,-117.404
41005,30111,16,45.9372,-108.2748,45.1879,-122.2203
41035,30111,8,45.9372,-108.2748,42.6863,-121.65
41039,30111,29,45.9372,-108.2748,43.9386,-122.8473
41049,30111,3,45.9372,-108.2748,45.4193,-119.5848
41051,30111,36,45.9372,-108.2748,45.5465,-122.4147
41071,30111,69,45.9372,-108.2748,45.2326,-123.3078
16009,30111,17,45.9372,-108.2748,47.2169,-116.6588
16035,30111,7,45.9372,-108.2748,46.6736,-115.6564
16055,30111,24,45.9372,-108.2748,47.6743,-116.7018
16065,30111,28,45.9372,-108.2748,43.7843,-111.6604
53009,30111,1,45.9372,-108.2748,48.0491,-123.9274
53017,30111,19,45.9372,-108.2748,47.7363,-119.6915
53027,30111,1,45.9372,-108.2748,47.1498,-123.7732
53033,30111,161,45.9372,-108.2748,47.49,-121.8065
53035,30111,25,45.9372,-108.2748,47.6134,-122.6734
53059,30111,4,45.9372,-108.2748,46.0226,-121.9148
53061,30111,15,45.9372,-108.2748,48.0476,-121.6979
53063,30111,101,45.9372,-108.2748,47.6207,-117.404
53067,30111,9,45.9372,-108.2748,46.9268,-122.8328
53075,30111,8,45.9372,-108.2748,46.9013,-117.523
53077,30111,19,45.9372,-108.2748,46.4568,-120.7387
53061,31001,8,40.5245,-98.5012,48.0476,-121.6979
41045,31019,2,40.855,-99.0751,43.1935,-117.6231
41067,31019,34,40.855,-99.0751,45.5598,-123.0983
41029,31025,8,40.9098,-96.1407,42.4321,-122.7283
53031,31025,33,40.9098,-96.1407,47.749,-123.5939
16031,31041,9,41.3942,-99.7261,42.2838,-113.6012
41051,31045,8,42.7201,-103.1354,45.5465,-122.4147
53041,31045,7,42.7201,-103.1354,46.5775,-122.3919
41025,31047,4,40.8699,-99.8195,43.0641,-118.9678
41031,31047,12,40.8699,-99.8195,44.6294,-121.1764
41005,31055,38,41.2953,-96.1549,45.1879,-122.2203
41015,31055,37,41.2953,-96.1549,42.4576,-124.1563
41031,31055,4,41.2953,-96.1549,44.6294,-121.1764
41035,31055,71,41.2953,-96.1549,42.6863,-121.65
41039,31055,12,41.2953,-96.1549,43.9386,-122.8473
41041,31055,4,41.2953,-96.1549,44.6418,-123.8681
41043,31055,21,41.2953,-96.1549,44.4887,-122.5341
41045,31055,7,41.2953,-96.1549,43.1935,-117.6231
41051,31055,64,41.2953,-96.1549,45.5465,-122.4147
41067,31055,10,41.2953,-96.1549,45.5598,-123.0983
16001,31055,24,41.2953,-96.1549,43.4508,-116.2413
16039,31055,25,41.2953,-96.1549,43.3538,-115.4695
53011,31055,25,41.2953,-96.1549,45.7793,-122.4826
53033,31055,170,41.2953,-96.1549,47.49,-121.8065
53035,31055,27,41.2953,-96.1549,47.6134,-122.6734
53051,31055,4,41.2953,-96.1549,48.5324,-117.2739
53053,31055,98,41.2953,-96.1549,47.0267,-122.1116
53061,31055,38,41.2953,-96.1549,48.0476,-121.6979
53063,31055,8,41.2953,-96.1549,47.6207,-117.404
53077,31055,9,41.2953,-96.1549,46.4568,-120.7387
53057,31067,2,40.2618,-96.6894,48.4795,-121.7327
41045,31069,3,41.6191,-102.3353,43.1935,-117.6231
16065,31079,46,40.8726,-98.5021,43.7843,-111.6604
53011,31079,11,40.8726,-98.5021,45.7793,-122.4826
41041,31089,7,42.4556,-98.7838,44.6418,-123.8681
41045,31089,5,42.4556,-98.7838,43.1935,-117.6231
16005,31105,5,41.1976,-103.715,42.6683,-112.2244
53035,31107,8,42.6368,-97.8918,47.6134,-122.6734
41033,31109,71,40.7842,-96.6878,42.3652,-123.5556
41039,31109,11,40.7842,-96.6878,43.9386,-122.8473
41051,31109,38,40.7842,-96.6878,45.5465,-122.4147
53015,31109,9,40.7842,-96.6878,46.1935,-122.6809
53033,31109,19,40.7842,-96.6878,47.49,-121.8065
53041,31109,4,40.7842,-96.6878,46.5775,-122.3919
53063,31109,16,40.7842,-96.6878,47.6207,-117.404
53071,31109,4,40.7842,-96.6878,46.2297,-118.4786
53075,31109,46,40.7842,-96.6878,46.9013,-117.523
16065,31111,9,41.0475,-100.7453,43.7843,-111.6604
53067,31111,52,41.0475,-100.7453,46.9268,-122.8328
41005,31123,28,41.7156,-103.0107,45.1879,-122.2203
41007,31127,10,40.3878,-95.8499,45.9948,-123.6562
53011,31129,16,40.1764,-98.0474,45.7793,-122.4826
16065,31131,10,40.6486,-96.1351,43.7843,-111.6604
41005,31153,3,41.1129,-96.1122,45.1879,-122.2203
41061,31153,1,41.1129,-96.1122,45.3105,-118.009
16027,31153,48,41.1129,-96.1122,43.6249,-116.7093
53011,31153,19,41.1129,-96.1122,45.7793,-122.4826
53035,31153,37,41.1129,-96.1122,47.6134,-122.6734
53053,31153,22,41.1129,-96.1122,47.0267,-122.1116
53061,31153,11,41.1129,-96.1122,48.0476,-121.6979
16031,31157,6,41.8511,-103.7084,42.2838,-113.6012
16037,31157,1,41.8511,-103.7084,44.2414,-114.2816
16059,31157,1,41.8511,-103.7084,44.9436,-113.9336
41017,31161,27,42.5045,-102.4089,43.9146,-121.2269
53035,31167,17,41.917,-97.1939,47.6134,-122.6734
53037,31185,27,40.8727,-97.5971,47.1245,-120.6796
53073,31185,23,40.8727,-97.5971,48.8256,-121.7206
41005,32001,11,39.5814,-118.3363,45.1879,-122.2203
16021,32001,7,39.5814,-118.3363,48.7669,-116.4628
16067,32001,37,39.5814,-118.3363,42.8542,-113.6376
53015,32001,26,39.5814,-118.3363,46.1935,-122.6809
53029,32001,114,39.5814,-118.3363,48.1638,-122.5494
53035,32001,83,39.5814,-118.3363,47.6134,-122.6734
53041,32001,4,39.5814,-118.3363,46.5775,-122.3919
53061,32001,53,39.5814,-118.3363,48.0476,-121.6979
41001,32003,5,36.2151,-115.0146,44.7091,-117.6755
41003,32003,76,36.2151,-115.0146,44.4917,-123.4285
41005,32003,138,36.2151,-115.0146,45.1879,-122.2203
41007,32003,115,36.2151,-115.0146,45.9948,-123.6562
41009,32003,26,36.2151,-115.0146,45.9437,-123.0891
41011,32003,72,36.2151,-115.0146,43.1742,-124.0597
41017,32003,66,36.2151,-115.0146,43.9146,-121.2269
41019,32003,34,36.2151,-115.0146,43.2795,-123.1666
41021,32003,9,36.2151,-115.0146,45.3778,-120.2115
41023,32003,4,36.2151,-115.0146,44.4913,-119.0073
41029,32003,124,36.2151,-115.0146,42.4321,-122.7283
41033,32003,8,36.2151,-115.0146,42.3652,-123.5556
41035,32003,128,36.2151,-115.0146,42.6863,-121.65
41037,32003,9,36.2151,-115.0146,42.793,-120.3872
41039,32003,344,36.2151,-115.0146,43.9386,-122.8473
41041,32003,14,36.2151,-115.0146,44.6418,-123.8681
41043,32003,72,36.2151,-115.0146,44.4887,-122.5341
41045,32003,10,36.2151,-115.0146,43.1935,-117.6231
41047,32003,70,36.2151,-115.0146,44.9032,-122.5846
41051,32003,329,36.2151,-115.0146,45.5465,-122.4147
41053,32003,35,36.2151,-115.0146,44.9035,-123.4131
41057,32003,31,36.2151,-115.0146,45.4634,-123.7128
41061,32003,4,36.2151,-115.0146,45.3105,-118.009
41063,32003,10,36.2151,-115.0146,45.5798,-117.1809
41065,32003,7,36.2151,-115.0146,45.1602,-121.1676
41067,32003,237,36.2151,-115.0146,45.5598,-123.0983
41071,32003,10,36.2151,-115.0146,45.2326,-123.3078
16001,32003,449,36.2151,-115.0146,43.4508,-116.2413
16003,32003,13,36.2151,-115.0146,44.8894,-116.4539
16005,32003,9,36.2151,-115.0146,42.6683,-112.2244
16011,32003,14,36.2151,-115.0146,43.2165,-112.3979
16019,32003,10,36.2151,-115.0146,43.388,-111.6148
16027,32003,155,36.2151,-115.0146,43.6249,-116.7093
16031,32003,12,36.2151,-115.0146,42.2838,-113.6012
16039,32003,43,36.2151,-115.0146,43.3538,-115.4695
16041,32003,63,36.2151,-115.0146,42.1812,-111.8132
16045,32003,37,36.2151,-115.0146,44.0606,-116.3981
16047,32003,25,36.2151,-115.0146,42.9708,-114.8115
16063,32003,2,36.2151,-115.0146,43.0023,-114.1384
16065,32003,92,36.2151,-115.0146,43.7843,-111.6604
16067,32003,56,36.2151,-115.0146,42.8542,-113.6376
16069,32003,3,36.2151,-115.0146,46.327,-116.7499
16083,32003,32,36.2151,-115.0146,42.3562,-114.6682
16085,32003,61,36.2151,-115.0146,44.7664,-115.5665
53005,32003,146,36.2151,-115.0146,46.2396,-119.5112
53009,32003,1,36.2151,-115.0146,48.0491,-123.9274
53011,32003,248,36.2151,-115.0146,45.7793,-122.4826
53015,32003,39,36.2151,-115.0146,46.1935,-122.6809
53017,32003,21,36.2151,-115.0146,47.7363,-119.6915
53027,32003,41,36.2151,-115.0146,47.1498,-123.7732
53033,32003,"1,040",36.2151,-115.0146,47.49,-121.8065
53035,32003,70,36.2151,-115.0146,47.6134,-122.6734
53037,32003,30,36.2151,-115.0146,47.1245,-120.6796
53041,32003,1,36.2151,-115.0146,46.5775,-122.3919
53045,32003,6,36.2151,-115.0146,47.348,-123.1921
53053,32003,341,36.2151,-115.0146,47.0267,-122.1116
53055,32003,8,36.2151,-115.0146,48.5786,-122.9535
53057,32003,80,36.2151,-115.0146,48.4795,-121.7327
53061,32003,513,36.2151,-115.0146,48.0476,-121.6979
53063,32003,98,36.2151,-115.0146,47.6207,-117.404
53065,32003,198,36.2151,-115.0146,48.3989,-117.8551
53067,32003,126,36.2151,-115.0146,46.9268,-122.8328
53071,32003,10,36.2151,-115.0146,46.2297,-118.4786
53073,32003,92,36.2151,-115.0146,48.8256,-121.7206
53075,32003,8,36.2151,-115.0146,46.9013,-117.523
53077,32003,11,36.2151,-115.0146,46.4568,-120.7387
41003,32005,12,38.9121,-119.6162,44.4917,-123.4285
41067,32005,33,38.9121,-119.6162,45.5598,-123.0983
16001,32005,40,38.9121,-119.6162,43.4508,-116.2413
16019,32005,9,38.9121,-119.6162,43.388,-111.6148
53011,32005,14,38.9121,-119.6162,45.7793,-122.4826
53015,32005,11,38.9121,-119.6162,46.1935,-122.6809
53041,32005,2,38.9121,-119.6162,46.5775,-122.3919
53049,32005,1,38.9121,-119.6162,46.5553,-123.7047
53053,32005,46,38.9121,-119.6162,47.0267,-122.1116
41007,32007,6,41.146,-115.3579,45.9948,-123.6562
41011,32007,21,41.146,-115.3579,43.1742,-124.0597
41015,32007,11,41.146,-115.3579,42.4576,-124.1563
41039,32007,1,41.146,-115.3579,43.9386,-122.8473
41051,32007,24,41.146,-115.3579,45.5465,-122.4147
41061,32007,13,41.146,-115.3579,45.3105,-118.009
16001,32007,85,41.146,-115.3579,43.4508,-116.2413
16005,32007,73,41.146,-115.3579,42.6683,-112.2244
16011,32007,9,41.146,-115.3579,43.2165,-112.3979
16027,32007,47,41.146,-115.3579,43.6249,-116.7093
16029,32007,47,41.146,-115.3579,42.7706,-111.5624
16037,32007,8,41.146,-115.3579,44.2414,-114.2816
16055,32007,35,41.146,-115.3579,47.6743,-116.7018
16057,32007,6,41.146,-115.3579,46.8156,-116.7116
16071,32007,16,41.146,-115.3579,42.1949,-112.5392
16073,32007,38,41.146,-115.3579,42.5814,-116.1699
16075,32007,61,41.146,-115.3579,44.0068,-116.7605
16083,32007,52,41.146,-115.3579,42.3562,-114.6682
53007,32007,5,41.146,-115.3579,47.8692,-120.6189
53053,32007,29,41.146,-115.3579,47.0267,-122.1116
53063,32007,40,41.146,-115.3579,47.6207,-117.404
41029,32011,16,39.9842,-116.269,42.4321,-122.7283
41041,32011,113,39.9842,-116.269,44.6418,-123.8681
16045,32011,20,39.9842,-116.269,44.0606,-116.3981
41019,32013,3,41.4068,-118.1121,43.2795,-123.1666
41023,32013,7,41.4068,-118.1121,44.4913,-119.0073
41025,32013,4,41.4068,-118.1121,43.0641,-118.9678
41041,32013,130,41.4068,-118.1121,44.6418,-123.8681
41045,32013,2,41.4068,-118.1121,43.1935,-117.6231
41059,32013,96,41.4068,-118.1121,45.5916,-118.7366
41061,32013,9,41.4068,-118.1121,45.3105,-118.009
16019,32013,4,41.4068,-118.1121,43.388,-111.6148
16027,32013,16,41.4068,-118.1121,43.6249,-116.7093
16073,32013,1,41.4068,-118.1121,42.5814,-116.1699
16079,32013,37,41.4068,-118.1121,47.3532,-115.8925
16083,32013,5,41.4068,-118.1121,42.3562,-114.6682
53011,32013,56,41.4068,-118.1121,45.7793,-122.4826
53057,32013,12,41.4068,-118.1121,48.4795,-121.7327
53077,32013,7,41.4068,-118.1121,46.4568,-120.7387
41059,32015,32,39.933,-117.0385,45.5916,-118.7366
16001,32015,28,39.933,-117.0385,43.4508,-116.2413
16073,32015,7,39.933,-117.0385,42.5814,-116.1699
41067,32017,13,37.6434,-114.8772,45.5598,-123.0983
41023,32019,14,39.0206,-119.1893,44.4913,-119.0073
41045,32019,1,39.0206,-119.1893,43.1935,-117.6231
41059,32019,14,39.0206,-119.1893,45.5916,-118.7366
16011,32019,21,39.0206,-119.1893,43.2165,-112.3979
16039,32019,6,39.0206,-119.1893,43.3538,-115.4695
16045,32019,2,39.0206,-119.1893,44.0606,-116.3981
16057,32019,42,39.0206,-119.1893,46.8156,-116.7116
53033,32019,9,39.0206,-119.1893,47.49,-121.8065
53051,32019,5,39.0206,-119.1893,48.5324,-117.2739
53061,32019,14,39.0206,-119.1893,48.0476,-121.6979
53063,32019,11,39.0206,-119.1893,47.6207,-117.404
53077,32019,29,39.0206,-119.1893,46.4568,-120.7387
41019,32023,70,38.0421,-116.4718,43.2795,-123.1666
41037,32023,5,38.0421,-116.4718,42.793,-120.3872
41051,32023,7,38.0421,-116.4718,45.5465,-122.4147
41067,32023,38,38.0421,-116.4718,45.5598,-123.0983
16067,32023,8,38.0421,-116.4718,42.8542,-113.6376
53035,32023,6,38.0421,-116.4718,47.6134,-122.6734
53053,32023,17,38.0421,-116.4718,47.0267,-122.1116
16005,32027,49,40.4406,-118.404,42.6683,-112.2244
16075,32027,93,40.4406,-118.404,44.0068,-116.7605
53005,32027,18,40.4406,-118.404,46.2396,-119.5112
41003,32031,1,40.6657,-119.6643,44.4917,-123.4285
41005,32031,8,40.6657,-119.6643,45.1879,-122.2203
41007,32031,4,40.6657,-119.6643,45.9948,-123.6562
41017,32031,118,40.6657,-119.6643,43.9146,-121.2269
41019,32031,244,40.6657,-119.6643,43.2795,-123.1666
41029,32031,49,40.6657,-119.6643,42.4321,-122.7283
41039,32031,199,40.6657,-119.6643,43.9386,-122.8473
41041,32031,140,40.6657,-119.6643,44.6418,-123.8681
41045,32031,5,40.6657,-119.6643,43.1935,-117.6231
41047,32031,98,40.6657,-119.6643,44.9032,-122.5846
41051,32031,244,40.6657,-119.6643,45.5465,-122.4147
41053,32031,4,40.6657,-119.6643,44.9035,-123.4131
41059,32031,47,40.6657,-119.6643,45.5916,-118.7366
41061,32031,4,40.6657,-119.6643,45.3105,-118.009
41067,32031,66,40.6657,-119.6643,45.5598,-123.0983
16001,32031,194,40.6657,-119.6643,43.4508,-116.2413
16011,32031,21,40.6657,-119.6643,43.2165,-112.3979
16015,32031,25,40.6657,-119.6643,43.9891,-115.7302
16019,32031,16,40.6657,-119.6643,43.388,-111.6148
16035,32031,3,40.6657,-119.6643,46.6736,-115.6564
16049,32031,37,40.6657,-119.6643,45.8441,-115.4671
16055,32031,51,40.6657,-119.6643,47.6743,-116.7018
16057,32031,9,40.6657,-119.6643,46.8156,-116.7116
16069,32031,4,40.6657,-119.6643,46.327,-116.7499
16073,32031,12,40.6657,-119.6643,42.5814,-116.1699
16075,32031,23,40.6657,-119.6643,44.0068,-116.7605
16079,32031,2,40.6657,-119.6643,47.3532,-115.8925
16083,32031,41,40.6657,-119.6643,42.3562,-114.6682
53011,32031,66,40.6657,-119.6643,45.7793,-122.4826
53015,32031,5,40.6657,-119.6643,46.1935,-122.6809
53025,32031,3,40.6657,-119.6643,47.2056,-119.4516
53031,32031,11,40.6657,-119.6643,47.749,-123.5939
53033,32031,320,40.6657,-119.6643,47.49,-121.8065
53035,32031,80,40.6657,-119.6643,47.6134,-122.6734
53037,32031,194,40.6657,-119.6643,47.1245,-120.6796
53053,32031,137,40.6657,-119.6643,47.0267,-122.1116
53057,32031,6,40.6657,-119.6643,48.4795,-121.7327
53061,32031,49,40.6657,-119.6643,48.0476,-121.6979
53063,32031,6,40.6657,-119.6643,47.6207,-117.404
53067,32031,21,40.6657,-119.6643,46.9268,-122.8328
53073,32031,47,40.6657,-119.6643,48.8256,-121.7206
53075,32031,42,40.6657,-119.6643,46.9013,-117.523
16019,32033,21,39.4423,-114.9015,43.388,-111.6148
41005,32510,19,39.1511,-119.7473,45.1879,-122.2203
41029,32510,127,39.1511,-119.7473,42.4321,-122.7283
41035,32510,5,39.1511,-119.7473,42.6863,-121.65
41039,32510,5,39.1511,-119.7473,43.9386,-122.8473
41051,32510,16,39.1511,-119.7473,45.5465,-122.4147
41059,32510,10,39.1511,-119.7473,45.5916,-118.7366
41065,32510,27,39.1511,-119.7473,45.1602,-121.1676
41067,32510,29,39.1511,-119.7473,45.5598,-123.0983
41071,32510,71,39.1511,-119.7473,45.2326,-123.3078
16001,32510,5,39.1511,-119.7473,43.4508,-116.2413
16005,32510,8,39.1511,-119.7473,42.6683,-112.2244
16013,32510,20,39.1511,-119.7473,43.4115,-113.9797
16019,32510,20,39.1511,-119.7473,43.388,-111.6148
16057,32510,28,39.1511,-119.7473,46.8156,-116.7116
16065,32510,15,39.1511,-119.7473,43.7843,-111.6604
53005,32510,3,39.1511,-119.7473,46.2396,-119.5112
53061,32510,63,39.1511,-119.7473,48.0476,-121.6979
53063,32510,9,39.1511,-119.7473,47.6207,-117.404
53073,32510,19,39.1511,-119.7473,48.8256,-121.7206
41051,33001,8,43.5176,-71.4221,45.5465,-122.4147
53033,33001,45,43.5176,-71.4221,47.49,-121.8065
53011,33005,8,42.9195,-72.2512,45.7793,-122.4826
53033,33005,14,42.9195,-72.2512,47.49,-121.8065
41051,33009,48,43.9405,-71.8208,45.5465,-122.4147
41067,33009,75,43.9405,-71.8208,45.5598,-123.0983
53033,33009,59,43.9405,-71.8208,47.49,-121.8065
41005,33011,68,42.9153,-71.716,45.1879,-122.2203
41051,33011,7,42.9153,-71.716,45.5465,-122.4147
16001,33011,5,42.9153,-71.716,43.4508,-116.2413
16039,33011,5,42.9153,-71.716,43.3538,-115.4695
53007,33011,10,42.9153,-71.716,47.8692,-120.6189
53027,33011,18,42.9153,-71.716,47.1498,-123.7732
53033,33011,9,42.9153,-71.716,47.49,-121.8065
53053,33011,3,42.9153,-71.716,47.0267,-122.1116
53063,33011,4,42.9153,-71.716,47.6207,-117.404
53065,33011,21,42.9153,-71.716,48.3989,-117.8551
41035,33015,18,42.9875,-71.1256,42.6863,-121.65
41047,33015,14,42.9875,-71.1256,44.9032,-122.5846
41051,33015,52,42.9875,-71.1256,45.5465,-122.4147
16065,33015,8,42.9875,-71.1256,43.7843,-111.6604
53029,33015,57,42.9875,-71.1256,48.1638,-122.5494
53033,33015,51,42.9875,-71.1256,47.49,-121.8065
53053,33015,10,42.9875,-71.1256,47.0267,-122.1116
53057,33015,2,42.9875,-71.1256,48.4795,-121.7327
53073,33015,52,42.9875,-71.1256,48.8256,-121.7206
16083,33017,56,43.2968,-71.0287,42.3562,-114.6682
53009,33017,42,43.2968,-71.0287,48.0491,-123.9274
53033,33017,26,43.2968,-71.0287,47.49,-121.8065
41067,33019,7,43.3615,-72.2222,45.5598,-123.0983
41039,34001,56,39.4779,-74.6605,43.9386,-122.8473
41051,34001,38,39.4779,-74.6605,45.5465,-122.4147
53053,34001,4,39.4779,-74.6605,47.0267,-122.1116
53061,34001,21,39.4779,-74.6605,48.0476,-121.6979
41017,34003,23,40.9601,-74.0743,43.9146,-121.2269
41039,34003,10,40.9601,-74.0743,43.9386,-122.8473
41047,34003,20,40.9601,-74.0743,44.9032,-122.5846
41051,34003,40,40.9601,-74.0743,45.5465,-122.4147
16001,34003,1,40.9601,-74.0743,43.4508,-116.2413
16015,34003,1,40.9601,-74.0743,43.9891,-115.7302
16017,34003,1,40.9601,-74.0743,48.3001,-116.6014
16055,34003,5,40.9601,-74.0743,47.6743,-116.7018
16067,34003,1,40.9601,-74.0743,42.8542,-113.6376
53011,34003,10,40.9601,-74.0743,45.7793,-122.4826
53027,34003,1,40.9601,-74.0743,47.1498,-123.7732
53031,34003,104,40.9601,-74.0743,47.749,-123.5939
53033,34003,307,40.9601,-74.0743,47.49,-121.8065
53035,34003,26,40.9601,-74.0743,47.6134,-122.6734
53061,34003,34,40.9601,-74.0743,48.0476,-121.6979
41003,34005,2,39.8778,-74.6678,44.4917,-123.4285
16065,34005,11,39.8778,-74.6678,43.7843,-111.6604
53033,34005,53,39.8778,-74.6678,47.49,-121.8065
53053,34005,8,39.8778,-74.6678,47.0267,-122.1116
53061,34005,1,39.8778,-74.6678,48.0476,-121.6979
41005,34007,30,39.8039,-74.9597,45.1879,-122.2203
41007,34007,1,39.8039,-74.9597,45.9948,-123.6562
41011,34007,2,39.8039,-74.9597,43.1742,-124.0597
41015,34007,1,39.8039,-74.9597,42.4576,-124.1563
41041,34007,1,39.8039,-74.9597,44.6418,-123.8681
41051,34007,84,39.8039,-74.9597,45.5465,-122.4147
53033,34007,87,39.8039,-74.9597,47.49,-121.8065
53035,34007,34,39.8039,-74.9597,47.6134,-122.6734
53061,34009,15,39.149,-74.8005,48.0476,-121.6979
41041,34011,4,39.3734,-75.1114,44.6418,-123.8681
53031,34011,4,39.3734,-75.1114,47.749,-123.5939
41003,34013,6,40.7875,-74.2471,44.4917,-123.4285
41051,34013,134,40.7875,-74.2471,45.5465,-122.4147
53011,34013,7,40.7875,-74.2471,45.7793,-122.4826
53027,34013,1,40.7875,-74.2471,47.1498,-123.7732
53033,34013,218,40.7875,-74.2471,47.49,-121.8065
53035,34013,1,40.7875,-74.2471,47.6134,-122.6734
53041,34013,1,40.7875,-74.2471,46.5775,-122.3919
53047,34013,1,40.7875,-74.2471,48.5488,-119.7408
53053,34013,17,40.7875,-74.2471,47.0267,-122.1116
41051,34015,17,39.7171,-75.1409,45.5465,-122.4147
41051,34017,7,40.7352,-74.0772,45.5465,-122.4147
53029,34017,8,40.7352,-74.0772,48.1638,-122.5494
53033,34017,343,40.7352,-74.0772,47.49,-121.8065
53053,34017,7,40.7352,-74.0772,47.0267,-122.1116
16055,34021,21,40.2833,-74.7013,47.6743,-116.7018
53033,34021,162,40.2833,-74.7013,47.49,-121.8065
53053,34021,33,40.2833,-74.7013,47.0267,-122.1116
53061,34021,6,40.2833,-74.7013,48.0476,-121.6979
53063,34021,8,40.2833,-74.7013,47.6207,-117.404
41051,34023,75,40.4398,-74.4109,45.5465,-122.4147
16001,34023,24,40.4398,-74.4109,43.4508,-116.2413
53033,34023,199,40.4398,-74.4109,47.49,-121.8065
53035,34023,12,40.4398,-74.4109,47.6134,-122.6734
53061,34023,30,40.4398,-74.4109,48.0476,-121.6979
41003,34025,12,40.2606,-74.2205,44.4917,-123.4285
41027,34025,4,40.2606,-74.2205,45.5193,-121.6514
53033,34025,70,40.2606,-74.2205,47.49,-121.8065
41005,34027,6,40.8618,-74.5445,45.1879,-122.2203
41043,34027,3,40.8618,-74.5445,44.4887,-122.5341
16065,34027,11,40.8618,-74.5445,43.7843,-111.6604
16067,34027,5,40.8618,-74.5445,42.8542,-113.6376
16071,34027,4,40.8618,-74.5445,42.1949,-112.5392
53005,34027,35,40.8618,-74.5445,46.2396,-119.5112
53011,34027,70,40.8618,-74.5445,45.7793,-122.4826
53033,34027,41,40.8618,-74.5445,47.49,-121.8065
41067,34029,63,39.8848,-74.2814,45.5598,-123.0983
53011,34029,23,39.8848,-74.2814,45.7793,-122.4826
53035,34029,6,39.8848,-74.2814,47.6134,-122.6734
53053,34029,14,39.8848,-74.2814,47.0267,-122.1116
53061,34029,63,39.8848,-74.2814,48.0476,-121.6979
53063,34029,24,39.8848,-74.2814,47.6207,-117.404
53033,34031,19,41.0346,-74.3012,47.49,-121.8065
53077,34031,31,41.0346,-74.3012,46.4568,-120.7387
53033,34035,84,40.5639,-74.6165,47.49,-121.8065
53035,34035,15,40.5639,-74.6165,47.6134,-122.6734
53035,34037,6,41.1391,-74.6911,47.6134,-122.6734
53063,34037,20,41.1391,-74.6911,47.6207,-117.404
41039,34039,7,40.6595,-74.3074,43.9386,-122.8473
53033,34039,155,40.6595,-74.3074,47.49,-121.8065
41005,35001,9,35.0513,-106.6705,45.1879,-122.2203
41017,35001,48,35.0513,-106.6705,43.9146,-121.2269
41019,35001,36,35.0513,-106.6705,43.2795,-123.1666
41035,35001,24,35.0513,-106.6705,42.6863,-121.65
41039,35001,167,35.0513,-106.6705,43.9386,-122.8473
41047,35001,83,35.0513,-106.6705,44.9032,-122.5846
41051,35001,79,35.0513,-106.6705,45.5465,-122.4147
41053,35001,14,35.0513,-106.6705,44.9035,-123.4131
41055,35001,5,35.0513,-106.6705,45.4052,-120.6894
41059,35001,17,35.0513,-106.6705,45.5916,-118.7366
41065,35001,18,35.0513,-106.6705,45.1602,-121.1676
41067,35001,224,35.0513,-106.6705,45.5598,-123.0983
16001,35001,36,35.0513,-106.6705,43.4508,-116.2413
16039,35001,6,35.0513,-106.6705,43.3538,-115.4695
16043,35001,12,35.0513,-106.6705,44.229,-111.4821
16047,35001,5,35.0513,-106.6705,42.9708,-114.8115
16051,35001,4,35.0513,-106.6705,43.8203,-112.312
16055,35001,17,35.0513,-106.6705,47.6743,-116.7018
16065,35001,4,35.0513,-106.6705,43.7843,-111.6604
53011,35001,46,35.0513,-106.6705,45.7793,-122.4826
53029,35001,15,35.0513,-106.6705,48.1638,-122.5494
53033,35001,70,35.0513,-106.6705,47.49,-121.8065
53035,35001,165,35.0513,-106.6705,47.6134,-122.6734
53037,35001,49,35.0513,-106.6705,47.1245,-120.6796
53053,35001,28,35.0513,-106.6705,47.0267,-122.1116
53055,35001,4,35.0513,-106.6705,48.5786,-122.9535
53057,35001,2,35.0513,-106.6705,48.4795,-121.7327
53061,35001,85,35.0513,-106.6705,48.0476,-121.6979
53063,35001,65,35.0513,-106.6705,47.6207,-117.404
53067,35001,14,35.0513,-106.6705,46.9268,-122.8328
53071,35001,10,35.0513,-106.6705,46.2297,-118.4786
41067,35005,26,33.3632,-104.4667,45.5598,-123.0983
16085,35005,47,33.3632,-104.4667,44.7664,-115.5665
53033,35005,27,33.3632,-104.4667,47.49,-121.8065
53061,35005,17,33.3632,-104.4667,48.0476,-121.6979
41009,35006,1,34.9124,-107.9993,45.9437,-123.0891
41039,35006,5,34.9124,-107.9993,43.9386,-122.8473
41047,35006,15,34.9124,-107.9993,44.9032,-122.5846
53033,35006,22,34.9124,-107.9993,47.49,-121.8065
41071,35007,61,36.6062,-104.6469,45.2326,-123.3078
53005,35007,9,36.6062,-104.6469,46.2396,-119.5112
53053,35009,148,34.5742,-103.3469,47.0267,-122.1116
41017,35013,18,32.3528,-106.8327,43.9146,-121.2269
41029,35013,24,32.3528,-106.8327,42.4321,-122.7283
41039,35013,36,32.3528,-106.8327,43.9386,-122.8473
41047,35013,10,32.3528,-106.8327,44.9032,-122.5846
41065,35013,14,32.3528,-106.8327,45.1602,-121.1676
16001,35013,23,32.3528,-106.8327,43.4508,-116.2413
53045,35013,20,32.3528,-106.8327,47.348,-123.1921
53071,35013,17,32.3528,-106.8327,46.2297,-118.4786
